country_name,metric_name,value,value_type
Colombia,"Marine Fish, Other (2019/2010 CAGR)",-4.19%,Percentage
Colombia,"Molluscs, Other (2019/2010 CAGR)",-23.92%,Percentage
Colombia,Pelagic Fish (2019/2010 CAGR),-0.85%,Percentage
Colombia,Access of foreign fishing fleets (assessment score),50.00%,Percentage
Colombia,Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),33.00%,Percentage
Colombia,Compliance monitoring and surveillance programs (assessment score),46.00%,Percentage
Colombia,Fisheries governance score,56.00%,Percentage
Colombia,Fishery subsidy program (assessment score),63.00%,Percentage
Colombia,Knowledge on fishing fleets (assessment score),71.00%,Percentage
Colombia,"% of protected area that in IUCN category I, II or III",2.00%,Percentage
Colombia,No-take area (% of protected area),3.00%,Percentage
Colombia,Artisanal opportunities - Score (2024/2015 % Change),-6.50%,Percentage
Colombia,Artisanal opportunities - Score 2015,81.80%,Percentage
Colombia,Artisanal opportunities - Score 2024,76.48%,Percentage
Colombia,Biodiversity - Score (2024/2015 % Change),-10.27%,Percentage
Colombia,Biodiversity - Score 2015,79.96%,Percentage
Colombia,Biodiversity - Score 2024,71.75%,Percentage
Colombia,Carbon storage - Score (2024/2015 % Change),1.45%,Percentage
Colombia,Carbon storage - Score 2015,66.07%,Percentage
Colombia,Carbon storage - Score 2024,67.03%,Percentage
Colombia,Fisheries (subgoal) - Score (2024/2015 % Change),17.88%,Percentage
Colombia,Fisheries (subgoal) - Score 2015,38.70%,Percentage
Colombia,Index - Score (2024/2015 % Change),-3.07%,Percentage
Colombia,Index - Score 2024,64.96%,Percentage
Colombia,Livelihoods & economies - Score (2024/2015 % Change),0.00%,Percentage
Colombia,Livelihoods & economies - Score 2015,79.82%,Percentage
Colombia,Livelihoods & economies - Score 2024,79.82%,Percentage
Colombia,Mariculture (subgoal) - Score (2024/2015 % Change),-20.00%,Percentage
Colombia,Mariculture (subgoal) - Score 2015,0.40%,Percentage
Colombia,Mariculture (subgoal) - Score 2024,0.32%,Percentage
Colombia,Fishing Subsidies - Harmful as % of Total,34.74%,Percentage
Colombia,1st largest destination of seafood exports,United States of America,String
Colombia,2nd largest destination of seafood exports,Chile,String
Colombia,3rd largest destination of seafood exports,Spain,String
Colombia,1st largest source of seafood imports,Ecuador,String
Colombia,2nd largest source of seafood imports,Chile,String
Colombia,3rd largest source of seafood imports,Viet Nam,String
Colombia,10th most caught species in EEZ of Country,"Snappers, jobfishes nei",String
Colombia,1st most caught species in EEZ of Country,Yellowfin tuna,String
Colombia,2nd most caught species in EEZ of Country,Skipjack tuna,String
Colombia,3rd most caught species in EEZ of Country,Marine fishes not identified,String
Colombia,4th most caught species in EEZ of Country,Pacific anchoveta,String
Colombia,5th most caught species in EEZ of Country,"Croakers, drums nei",String
Colombia,6th most caught species in EEZ of Country,Carangids nei,String
Colombia,7th most caught species in EEZ of Country,Marine fishes not identified,String
Colombia,8th most caught species in EEZ of Country,Haemulidae,String
Colombia,9th most caught species in EEZ of Country,Pacific sierra,String
Israel,Fisheries (subgoal) - Score 2015,43.32%,Percentage
Israel,Adoption of 1983 Convention on the Conservation of Migratory Species,Yes,Bool
Israel,bottom trawl Catch by Flag of Country (Tonnes),"1,255",Number
Israel,Cephalopods (1000 tonnes),0,Number
Israel,Adoption of 1982 United Nations Convention for the Law of the Sea,No,Bool
Israel,Adoption of the 2012 International Maritime Organization Cape Town Agreement,No,Bool
Israel,Northwest Atlantic Fisheries Organization (NAFO),No,Bool
Israel,Is the country a distant-water fishing nation?,No,Bool
Israel,Employment of fisheries observers,No,Bool
Israel,Agreement on the International Dolphin Conservation Programme (AIDCP) (sister organisation to IATTC),No,Bool
Israel,Commission for the Conservation of Southern Bluefin Tuna (CCSBT),No,Bool
Israel,Convention on Conservation of Antarctic Marine Living Resources (CCAMLR),No,Bool
Israel,Convention on the Conservation and Management of Pollock Resources in the Central Bering Sea (CCBSP),No,Bool
Israel,Fisheries Committee for the Eastern Central Atlantic (CECAF),No,Bool
Israel,General Fisheries Commission for the Mediterranean (GFCM),Yes,Bool
Israel,Indian Ocean Tuna Commission (IOTC),No,Bool
Israel,Inter-American Tropical Tuna Commission (IATTC),No,Bool
Israel,International Commission for the Conservation of Atlantic Tunas (ICCAT),No,Bool
Israel,North Atlantic Salmon Conservation Organisation (NASCO),No,Bool
Israel,North Pacific Fisheries Commission (NPFC),No,Bool
Israel,North-East Atlantic Fisheries Commission (NEAFC),No,Bool
Israel,South Pacific Regional Fisheries Management Organisation (SPRFMO),No,Bool
Israel,South-East Atlantic Fisheries Organisation (SEAFO),No,Bool
Israel,Southern Indian Ocean Fisheries Agreement (SIOFA),No,Bool
Israel,Western Central Atlantic Fisheries Commission (WECAFC),No,Bool
Israel,Western and Central Pacific Fisheries Commission (WCPFC),No,Bool
Israel,Adoption of 1930 International Labour Organization Forced Labour Convention (No. 29),Yes,Bool
Israel,Adoption of 1957 International Labour Organization Abolition of Forced Labour Convention (No. 105),Yes,Bool
Israel,Adoption of 1975 Convention on International Trade in Endangered Species of Wild Fauna and Flora,Yes,Bool
Israel,Adoption of 1993 Convention on Biological Diversity,Yes,Bool
Israel,Adoption of 1995 United Nations Fish Stocks Agreement,No,Bool
Israel,Adoption of 2006 International Labour Organization Maritime Labour Convention,No,Bool
Israel,Adoption of 2007 International Labour Organization Work in Fishing Convention (No. 188),No,Bool
Israel,"Adoption of 2009 FAO Agreement on Port States Measures to Prevent, Deter and Eliminate Illegal, Unreported and Unregulated Fishing",No,Bool
Israel,Adoption of Protocol of 2014 to the 1930 Forced Labour Convention (P029),Yes,Bool
Israel,other Catch by Flag of Country (Tonnes),63,Number
Israel,small scale Catch by Flag of Country (Tonnes),"1,260",Number
Israel,Artisanal Catch by Flag of Country (Tonnes),496,Number
Israel,Industrial Catch by Flag of Country (Tonnes),"1,255",Number
Israel,Recreational Catch by Flag of Country (Tonnes),807,Number
Israel,Subsistence Catch by Flag of Country (Tonnes),20,Number
Israel,Discards Catch in EEZ of Country (Tonnes),617,Number
Israel,Landings Catch in EEZ of Country (Tonnes),"1,961",Number
Israel,"Aquatic Animals, Others (kg/capita/yr)",0,Number
Israel,Cephalopods (kg/capita/yr),0,Number
Israel,Crustaceans (kg/capita/yr),1,Number
Israel,Demersal Fish (kg/capita/yr),4,Number
Israel,"Fish, Seafood (kg/capita/yr)",25,Number
Israel,Freshwater Fish (kg/capita/yr),13,Number
Israel,"Marine Fish, Other (kg/capita/yr)",0,Number
Israel,"Molluscs, Other (kg/capita/yr)",0,Number
Israel,Pelagic Fish (kg/capita/yr),6,Number
Israel,Reported Catch in EEZ of Country (Tonnes),"1,125",Number
Israel,Unreported Catch in EEZ of Country (Tonnes),"1,453",Number
Israel,Crustaceans (1000 tonnes),0,Number
Israel,Demersal Fish (1000 tonnes),5,Number
Israel,"Fish, Seafood (1000 tonnes)",19,Number
Israel,Freshwater Fish (1000 tonnes),13,Number
Israel,"Marine Fish, Other (1000 tonnes)",0,Number
Israel,"Molluscs, Other (1000 tonnes)",0,Number
Israel,Pelagic Fish (1000 tonnes),0,Number
Israel,"Aquatic Animals, Others (1000 tonnes)",0,Number
Israel,Fishing Subsidies - Beneficial (USD),"1,484,740",Number
Israel,Fishing Subsidies - Harmful (USD),"108,107",Number
Israel,Fishing Subsidies - Total (USD),"1,592,847",Number
Israel,Data availability on stock sustainability,15.59%,Percentage
Israel,FishSource Score: Current Stock Health,74.62%,Percentage
Israel,FishSource Score: Future Stock Health,70.04%,Percentage
Israel,Proportion of 1990-2018 catches that is not assessed,84.41%,Percentage
Israel,Proportion of 1990-2018 catches that is overfished,4.44%,Percentage
Israel,Proportion of 1990-2018 catches that is sustainable,11.15%,Percentage
Israel,Proportion of assessed fish stocks that is sustainable,45.45%,Percentage
Israel,Cephalopods (2019/2010 CAGR),7.23%,Percentage
Israel,Crustaceans (2019/2010 CAGR),-32.85%,Percentage
Israel,Demersal Fish (2019/2010 CAGR),0.61%,Percentage
Israel,"Fish, Seafood (2019/2010 CAGR)",-1.84%,Percentage
Israel,Freshwater Fish (2019/2010 CAGR),-2.26%,Percentage
Israel,"Marine Fish, Other (2019/2010 CAGR)",-16.37%,Percentage
Israel,"Molluscs, Other (2019/2010 CAGR)",-0.96%,Percentage
Israel,Pelagic Fish (2019/2010 CAGR),-6.45%,Percentage
Israel,Access of foreign fishing fleets (assessment score),100.00%,Percentage
Israel,Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),50.00%,Percentage
Israel,Compliance monitoring and surveillance programs (assessment score),42.00%,Percentage
Israel,Fisheries governance score,47.00%,Percentage
Israel,Fishery subsidy program (assessment score),92.00%,Percentage
Israel,Knowledge on fishing fleets (assessment score),79.00%,Percentage
Israel,Severity of fishery sanctions (assessment score),75.00%,Percentage
Israel,Artisanal opportunities - Score (2024/2015 % Change),12.92%,Percentage
Israel,Artisanal opportunities - Score 2015,68.05%,Percentage
Israel,Artisanal opportunities - Score 2024,76.84%,Percentage
Israel,Biodiversity - Score (2024/2015 % Change),-1.03%,Percentage
Israel,Biodiversity - Score 2015,67.71%,Percentage
Israel,Biodiversity - Score 2024,67.01%,Percentage
Israel,Carbon storage - Score (2024/2015 % Change),0.00%,Percentage
Israel,Carbon storage - Score 2015,73.34%,Percentage
Israel,Carbon storage - Score 2024,73.34%,Percentage
Israel,Fisheries (subgoal) - Score (2024/2015 % Change),-2.93%,Percentage
Israel,Fisheries (subgoal) - Score 2024,42.05%,Percentage
Israel,Index - Score (2024/2015 % Change),-8.40%,Percentage
Israel,Index - Score 2015,63.12%,Percentage
Israel,Index - Score 2024,57.82%,Percentage
Israel,Livelihoods & economies - Score (2024/2015 % Change),0.00%,Percentage
Israel,Livelihoods & economies - Score 2015,100.00%,Percentage
Israel,Livelihoods & economies - Score 2024,100.00%,Percentage
Israel,Mariculture (subgoal) - Score (2024/2015 % Change),97.00%,Percentage
Israel,Mariculture (subgoal) - Score 2015,19.01%,Percentage
Israel,Mariculture (subgoal) - Score 2024,37.45%,Percentage
Israel,Fishing Subsidies - Harmful as % of Total,6.79%,Percentage
Israel,1st largest destination of seafood exports,Palestinian Territory,String
Israel,2nd largest destination of seafood exports,United States of America,String
Israel,3rd largest destination of seafood exports,United Kingdom,String
Israel,1st largest source of seafood imports,Norway,String
Israel,2nd largest source of seafood imports,China,String
Israel,3rd largest source of seafood imports,Chile,String
Israel,10th most caught species in EEZ of Country,Mackerels nei,String
Israel,1st most caught species in EEZ of Country,Marine fishes not identified,String
Israel,2nd most caught species in EEZ of Country,"Porgies, seabreams nei",String
Israel,3rd most caught species in EEZ of Country,Loligo,String
Israel,4th most caught species in EEZ of Country,"Groupers, seabasses nei",String
Israel,5th most caught species in EEZ of Country,Carangids nei,String
Israel,6th most caught species in EEZ of Country,Common pandora,String
Israel,7th most caught species in EEZ of Country,Mullus,String
Israel,8th most caught species in EEZ of Country,Puffers nei,String
Israel,9th most caught species in EEZ of Country,Mullets nei,String
Sierra Leone,Demersal Fish (1000 tonnes),53,Number
Sierra Leone,"Molluscs, Other (1000 tonnes)",0,Number
Sierra Leone,Demersal Fish (2019/2010 CAGR),0.44%,Percentage
Sierra Leone,Is the country a distant-water fishing nation?,No,Bool
Sierra Leone,Employment of fisheries observers,Yes,Bool
Sierra Leone,Agreement on the International Dolphin Conservation Programme (AIDCP) (sister organisation to IATTC),No,Bool
Sierra Leone,Commission for the Conservation of Southern Bluefin Tuna (CCSBT),No,Bool
Sierra Leone,Convention on Conservation of Antarctic Marine Living Resources (CCAMLR),No,Bool
Sierra Leone,Convention on the Conservation and Management of Pollock Resources in the Central Bering Sea (CCBSP),No,Bool
Sierra Leone,Fisheries Committee for the Eastern Central Atlantic (CECAF),Yes,Bool
Sierra Leone,General Fisheries Commission for the Mediterranean (GFCM),No,Bool
Sierra Leone,Indian Ocean Tuna Commission (IOTC),Yes,Bool
Sierra Leone,Inter-American Tropical Tuna Commission (IATTC),No,Bool
Sierra Leone,International Commission for the Conservation of Atlantic Tunas (ICCAT),Yes,Bool
Sierra Leone,North Atlantic Salmon Conservation Organisation (NASCO),No,Bool
Sierra Leone,North Pacific Fisheries Commission (NPFC),No,Bool
Sierra Leone,North-East Atlantic Fisheries Commission (NEAFC),No,Bool
Sierra Leone,Northwest Atlantic Fisheries Organization (NAFO),No,Bool
Sierra Leone,South Pacific Regional Fisheries Management Organisation (SPRFMO),No,Bool
Sierra Leone,South-East Atlantic Fisheries Organisation (SEAFO),No,Bool
Sierra Leone,Southern Indian Ocean Fisheries Agreement (SIOFA),No,Bool
Sierra Leone,Western Central Atlantic Fisheries Commission (WECAFC),No,Bool
Sierra Leone,Western and Central Pacific Fisheries Commission (WCPFC),No,Bool
Sierra Leone,Adoption of 1930 International Labour Organization Forced Labour Convention (No. 29),Yes,Bool
Sierra Leone,Adoption of 1957 International Labour Organization Abolition of Forced Labour Convention (No. 105),Yes,Bool
Sierra Leone,Adoption of 1975 Convention on International Trade in Endangered Species of Wild Fauna and Flora,Yes,Bool
Sierra Leone,Adoption of 1982 United Nations Convention for the Law of the Sea,Yes,Bool
Sierra Leone,Adoption of 1983 Convention on the Conservation of Migratory Species,No,Bool
Sierra Leone,Adoption of 1993 Convention on Biological Diversity,Yes,Bool
Sierra Leone,Adoption of 1995 United Nations Fish Stocks Agreement,No,Bool
Sierra Leone,Adoption of 2006 International Labour Organization Maritime Labour Convention,No,Bool
Sierra Leone,Adoption of 2007 International Labour Organization Work in Fishing Convention (No. 188),No,Bool
Sierra Leone,"Adoption of 2009 FAO Agreement on Port States Measures to Prevent, Deter and Eliminate Illegal, Unreported and Unregulated Fishing",Yes,Bool
Sierra Leone,Adoption of Protocol of 2014 to the 1930 Forced Labour Convention (P029),No,Bool
Sierra Leone,Adoption of the 2012 International Maritime Organization Cape Town Agreement,No,Bool
Sierra Leone,bottom trawl Catch by Flag of Country (Tonnes),"37,072",Number
Sierra Leone,other Catch by Flag of Country (Tonnes),182,Number
Sierra Leone,small scale Catch by Flag of Country (Tonnes),"236,539",Number
Sierra Leone,Artisanal Catch by Flag of Country (Tonnes),"230,639",Number
Sierra Leone,Industrial Catch by Flag of Country (Tonnes),"37,072",Number
Sierra Leone,Subsistence Catch by Flag of Country (Tonnes),"6,082",Number
Sierra Leone,Discards Catch in EEZ of Country (Tonnes),"1,784",Number
Sierra Leone,Landings Catch in EEZ of Country (Tonnes),"433,333",Number
Sierra Leone,Cephalopods (kg/capita/yr),0,Number
Sierra Leone,Crustaceans (kg/capita/yr),0,Number
Sierra Leone,Demersal Fish (kg/capita/yr),7,Number
Sierra Leone,"Fish, Seafood (kg/capita/yr)",25,Number
Sierra Leone,Freshwater Fish (kg/capita/yr),1,Number
Sierra Leone,"Marine Fish, Other (kg/capita/yr)",1,Number
Sierra Leone,"Molluscs, Other (kg/capita/yr)",0,Number
Sierra Leone,Pelagic Fish (kg/capita/yr),15,Number
Sierra Leone,Reported Catch in EEZ of Country (Tonnes),"221,985",Number
Sierra Leone,Unreported Catch in EEZ of Country (Tonnes),"213,132",Number
Sierra Leone,Protected marine area (km2),830,Number
Sierra Leone,Cephalopods (1000 tonnes),0,Number
Sierra Leone,Crustaceans (1000 tonnes),1,Number
Sierra Leone,"Fish, Seafood (1000 tonnes)",202,Number
Sierra Leone,Freshwater Fish (1000 tonnes),10,Number
Sierra Leone,Pelagic Fish (1000 tonnes),126,Number
Sierra Leone,"Marine Fish, Other (1000 tonnes)",11,Number
Sierra Leone,Fishing Subsidies - Ambiguous (USD),"70,306",Number
Sierra Leone,Fishing Subsidies - Beneficial (USD),"5,072,647",Number
Sierra Leone,Fishing Subsidies - Harmful (USD),"8,721,424",Number
Sierra Leone,Fishing Subsidies - Total (USD),"13,864,376",Number
Sierra Leone,Data availability on stock sustainability,39.00%,Percentage
Sierra Leone,FishSource Score: Current Stock Health,74.33%,Percentage
Sierra Leone,FishSource Score: Future Stock Health,68.22%,Percentage
Sierra Leone,Proportion of 1990-2018 catches that is not assessed,61.00%,Percentage
Sierra Leone,Proportion of 1990-2018 catches that is overfished,1.32%,Percentage
Sierra Leone,Proportion of 1990-2018 catches that is sustainable,37.68%,Percentage
Sierra Leone,Proportion of assessed fish stocks that is sustainable,61.90%,Percentage
Sierra Leone,Cephalopods (2019/2010 CAGR),-11.76%,Percentage
Sierra Leone,Crustaceans (2019/2010 CAGR),-3.46%,Percentage
Sierra Leone,"Fish, Seafood (2019/2010 CAGR)",0.12%,Percentage
Sierra Leone,Freshwater Fish (2019/2010 CAGR),-3.78%,Percentage
Sierra Leone,"Marine Fish, Other (2019/2010 CAGR)",1.45%,Percentage
Sierra Leone,"Molluscs, Other (2019/2010 CAGR)",-3.80%,Percentage
Sierra Leone,Pelagic Fish (2019/2010 CAGR),0.33%,Percentage
Sierra Leone,Access of foreign fishing fleets (assessment score),8.00%,Percentage
Sierra Leone,Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),33.00%,Percentage
Sierra Leone,Compliance monitoring and surveillance programs (assessment score),96.00%,Percentage
Sierra Leone,Fisheries governance score,70.00%,Percentage
Sierra Leone,Fishery subsidy program (assessment score),47.00%,Percentage
Sierra Leone,Knowledge on fishing fleets (assessment score),86.00%,Percentage
Sierra Leone,Severity of fishery sanctions (assessment score),100.00%,Percentage
Sierra Leone,Artisanal opportunities - Score (2024/2015 % Change),-0.04%,Percentage
Sierra Leone,Artisanal opportunities - Score 2015,97.89%,Percentage
Sierra Leone,Artisanal opportunities - Score 2024,97.85%,Percentage
Sierra Leone,Biodiversity - Score (2024/2015 % Change),0.30%,Percentage
Sierra Leone,Biodiversity - Score 2015,81.19%,Percentage
Sierra Leone,Biodiversity - Score 2024,81.43%,Percentage
Sierra Leone,Carbon storage - Score (2024/2015 % Change),-0.43%,Percentage
Sierra Leone,Carbon storage - Score 2015,99.39%,Percentage
Sierra Leone,Carbon storage - Score 2024,98.96%,Percentage
Sierra Leone,Fisheries (subgoal) - Score (2024/2015 % Change),-5.84%,Percentage
Sierra Leone,Fisheries (subgoal) - Score 2015,28.96%,Percentage
Sierra Leone,Fisheries (subgoal) - Score 2024,27.27%,Percentage
Sierra Leone,Index - Score (2024/2015 % Change),-6.30%,Percentage
Sierra Leone,Index - Score 2015,77.63%,Percentage
Sierra Leone,Index - Score 2024,72.74%,Percentage
Sierra Leone,Livelihoods & economies - Score (2024/2015 % Change),1.26%,Percentage
Sierra Leone,Livelihoods & economies - Score 2015,75.49%,Percentage
Sierra Leone,Livelihoods & economies - Score 2024,76.44%,Percentage
Sierra Leone,Mariculture (subgoal) - Score (2024/2015 % Change),,Percentage
Sierra Leone,Mariculture (subgoal) - Score 2015,0.00%,Percentage
Sierra Leone,Mariculture (subgoal) - Score 2024,0.00%,Percentage
Sierra Leone,Fishing Subsidies - Harmful as % of Total,62.91%,Percentage
Sierra Leone,1st largest destination of seafood exports,Côte d'Ivoire,String
Sierra Leone,2nd largest destination of seafood exports,Republic of Korea,String
Sierra Leone,3rd largest destination of seafood exports,Ghana,String
Sierra Leone,1st largest source of seafood imports,Morocco,String
Sierra Leone,2nd largest source of seafood imports,Guinea,String
Sierra Leone,3rd largest source of seafood imports,China,String
Sierra Leone,10th most caught species in EEZ of Country,West African ilisha,String
Sierra Leone,1st most caught species in EEZ of Country,Bonga shad,String
Sierra Leone,2nd most caught species in EEZ of Country,Marine fishes not identified,String
Sierra Leone,3rd most caught species in EEZ of Country,Sardinella,String
Sierra Leone,4th most caught species in EEZ of Country,Penaeid shrimps nei,String
Sierra Leone,5th most caught species in EEZ of Country,Pseudotolithus,String
Sierra Leone,6th most caught species in EEZ of Country,Bobo croaker,String
Sierra Leone,7th most caught species in EEZ of Country,Sphyraena,String
Sierra Leone,8th most caught species in EEZ of Country,Alexandria pompano,String
Sierra Leone,9th most caught species in EEZ of Country,"Porgies, seabreams nei",String
Peru,Adoption of 1975 Convention on International Trade in Endangered Species of Wild Fauna and Flora,Yes,Bool
Peru,Fishery subsidy program (assessment score),18.00%,Percentage
Peru,Mariculture (subgoal) - Score (2024/2015 % Change),30.88%,Percentage
Peru,North Atlantic Salmon Conservation Organisation (NASCO),No,Bool
Peru,7th most caught species in EEZ of Country,Merluccius gayi peruanus,String
Peru,Is the country a distant-water fishing nation?,No,Bool
Peru,Employment of fisheries observers,Yes,Bool
Peru,Agreement on the International Dolphin Conservation Programme (AIDCP) (sister organisation to IATTC),Yes,Bool
Peru,Commission for the Conservation of Southern Bluefin Tuna (CCSBT),No,Bool
Peru,Convention on Conservation of Antarctic Marine Living Resources (CCAMLR),No,Bool
Peru,Convention on the Conservation and Management of Pollock Resources in the Central Bering Sea (CCBSP),No,Bool
Peru,Fisheries Committee for the Eastern Central Atlantic (CECAF),No,Bool
Peru,General Fisheries Commission for the Mediterranean (GFCM),No,Bool
Peru,Indian Ocean Tuna Commission (IOTC),No,Bool
Peru,Inter-American Tropical Tuna Commission (IATTC),Yes,Bool
Peru,International Commission for the Conservation of Atlantic Tunas (ICCAT),No,Bool
Peru,North Pacific Fisheries Commission (NPFC),No,Bool
Peru,North-East Atlantic Fisheries Commission (NEAFC),No,Bool
Peru,Northwest Atlantic Fisheries Organization (NAFO),No,Bool
Peru,South Pacific Regional Fisheries Management Organisation (SPRFMO),Yes,Bool
Peru,South-East Atlantic Fisheries Organisation (SEAFO),No,Bool
Peru,Southern Indian Ocean Fisheries Agreement (SIOFA),No,Bool
Peru,Western Central Atlantic Fisheries Commission (WECAFC),No,Bool
Peru,Western and Central Pacific Fisheries Commission (WCPFC),No,Bool
Peru,Adoption of 1930 International Labour Organization Forced Labour Convention (No. 29),Yes,Bool
Peru,Adoption of 1957 International Labour Organization Abolition of Forced Labour Convention (No. 105),Yes,Bool
Peru,Adoption of 1982 United Nations Convention for the Law of the Sea,No,Bool
Peru,Adoption of 1983 Convention on the Conservation of Migratory Species,Yes,Bool
Peru,Adoption of 1993 Convention on Biological Diversity,Yes,Bool
Peru,Adoption of 1995 United Nations Fish Stocks Agreement,No,Bool
Peru,Adoption of 2006 International Labour Organization Maritime Labour Convention,No,Bool
Peru,Adoption of 2007 International Labour Organization Work in Fishing Convention (No. 188),No,Bool
Peru,"Adoption of 2009 FAO Agreement on Port States Measures to Prevent, Deter and Eliminate Illegal, Unreported and Unregulated Fishing",Yes,Bool
Peru,Adoption of Protocol of 2014 to the 1930 Forced Labour Convention (P029),No,Bool
Peru,Adoption of the 2012 International Maritime Organization Cape Town Agreement,No,Bool
Peru,bottom trawl Catch by Flag of Country (Tonnes),"99,653",Number
Peru,longline Catch by Flag of Country (Tonnes),37,Number
Peru,other Catch by Flag of Country (Tonnes),"43,840",Number
Peru,purse seine Catch by Flag of Country (Tonnes),"6,585,741",Number
Peru,small scale Catch by Flag of Country (Tonnes),"1,100,979",Number
Peru,Artisanal Catch by Flag of Country (Tonnes),"1,120,371",Number
Peru,Industrial Catch by Flag of Country (Tonnes),"6,701,189",Number
Peru,Recreational Catch by Flag of Country (Tonnes),44,Number
Peru,Subsistence Catch by Flag of Country (Tonnes),"8,646",Number
Peru,Discards Catch in EEZ of Country (Tonnes),"332,568",Number
Peru,Landings Catch in EEZ of Country (Tonnes),"7,716,664",Number
Peru,"Aquatic Animals, Others (kg/capita/yr)",0,Number
Peru,Cephalopods (kg/capita/yr),1,Number
Peru,Crustaceans (kg/capita/yr),1,Number
Peru,Demersal Fish (kg/capita/yr),4,Number
Peru,"Fish, Seafood (kg/capita/yr)",24,Number
Peru,Freshwater Fish (kg/capita/yr),3,Number
Peru,"Marine Fish, Other (kg/capita/yr)",2,Number
Peru,"Molluscs, Other (kg/capita/yr)",1,Number
Peru,Pelagic Fish (kg/capita/yr),14,Number
Peru,Reported Catch in EEZ of Country (Tonnes),"7,284,909",Number
Peru,Unreported Catch in EEZ of Country (Tonnes),"764,323",Number
Peru,Protected marine area (km2),"5,591",Number
Peru,"Aquatic Animals, Others (1000 tonnes)",1,Number
Peru,Cephalopods (1000 tonnes),304,Number
Peru,Crustaceans (1000 tonnes),51,Number
Peru,Demersal Fish (1000 tonnes),168,Number
Peru,"Fish, Seafood (1000 tonnes)","4,258",Number
Peru,Freshwater Fish (1000 tonnes),89,Number
Peru,"Marine Fish, Other (1000 tonnes)",7,Number
Peru,"Molluscs, Other (1000 tonnes)",24,Number
Peru,Pelagic Fish (1000 tonnes),"3,615",Number
Peru,Fishing Subsidies - Ambiguous (USD),"4,070,272",Number
Peru,Fishing Subsidies - Beneficial (USD),"44,611,446",Number
Peru,Fishing Subsidies - Harmful (USD),"279,789,384",Number
Peru,Fishing Subsidies - Total (USD),"328,471,102",Number
Peru,Data availability on stock sustainability,91.90%,Percentage
Peru,FishSource Score: Current Stock Health,70.75%,Percentage
Peru,FishSource Score: Future Stock Health,74.08%,Percentage
Peru,Proportion of 1990-2018 catches that is not assessed,8.10%,Percentage
Peru,Proportion of 1990-2018 catches that is overfished,5.47%,Percentage
Peru,Proportion of 1990-2018 catches that is sustainable,86.43%,Percentage
Peru,Proportion of assessed fish stocks that is sustainable,64.29%,Percentage
Peru,"Aquatic Animals, Others (2019/2010 CAGR)",-6.15%,Percentage
Peru,Cephalopods (2019/2010 CAGR),-2.38%,Percentage
Peru,Crustaceans (2019/2010 CAGR),4.07%,Percentage
Peru,Demersal Fish (2019/2010 CAGR),6.48%,Percentage
Peru,"Fish, Seafood (2019/2010 CAGR)",-0.34%,Percentage
Peru,Freshwater Fish (2019/2010 CAGR),4.11%,Percentage
Peru,"Marine Fish, Other (2019/2010 CAGR)",-13.91%,Percentage
Peru,"Molluscs, Other (2019/2010 CAGR)",-17.88%,Percentage
Peru,Pelagic Fish (2019/2010 CAGR),-0.12%,Percentage
Peru,Access of foreign fishing fleets (assessment score),17.00%,Percentage
Peru,Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),33.00%,Percentage
Peru,Compliance monitoring and surveillance programs (assessment score),42.00%,Percentage
Peru,Fisheries governance score,56.00%,Percentage
Peru,Knowledge on fishing fleets (assessment score),86.00%,Percentage
Peru,Severity of fishery sanctions (assessment score),75.00%,Percentage
Peru,Artisanal opportunities - Score (2024/2015 % Change),0.85%,Percentage
Peru,Artisanal opportunities - Score 2015,82.70%,Percentage
Peru,Artisanal opportunities - Score 2024,83.40%,Percentage
Peru,Biodiversity - Score (2024/2015 % Change),2.86%,Percentage
Peru,Biodiversity - Score 2015,72.70%,Percentage
Peru,Biodiversity - Score 2024,74.78%,Percentage
Peru,Carbon storage - Score (2024/2015 % Change),0.54%,Percentage
Peru,Carbon storage - Score 2015,75.87%,Percentage
Peru,Carbon storage - Score 2024,76.28%,Percentage
Peru,Fisheries (subgoal) - Score (2024/2015 % Change),5.96%,Percentage
Peru,Fisheries (subgoal) - Score 2015,66.47%,Percentage
Peru,Fisheries (subgoal) - Score 2024,70.43%,Percentage
Peru,Index - Score (2024/2015 % Change),-7.12%,Percentage
Peru,Index - Score 2015,69.24%,Percentage
Peru,Index - Score 2024,64.31%,Percentage
Peru,Livelihoods & economies - Score (2024/2015 % Change),0.00%,Percentage
Peru,Livelihoods & economies - Score 2015,60.68%,Percentage
Peru,Livelihoods & economies - Score 2024,60.68%,Percentage
Peru,Mariculture (subgoal) - Score 2015,2.04%,Percentage
Peru,Mariculture (subgoal) - Score 2024,2.67%,Percentage
Peru,Fishing Subsidies - Harmful as % of Total,85.18%,Percentage
Peru,1st largest destination of seafood exports,China,String
Peru,2nd largest destination of seafood exports,United States of America,String
Peru,3rd largest destination of seafood exports,Spain,String
Peru,1st largest source of seafood imports,Ecuador,String
Peru,2nd largest source of seafood imports,Thailand,String
Peru,3rd largest source of seafood imports,Chile,String
Peru,10th most caught species in EEZ of Country,Skipjack tuna,String
Peru,1st most caught species in EEZ of Country,Anchoveta(=Peruvian anchovy),String
