company_name,metric_name,value
NESTLE,Reporting Precision PT Score,0.45343453050798854
NESTLE,Ocean Health Index - Score (2015),0.7148376569037657
NESTLE,Ocean Health Index - Score (2024),0.6704552301255231
NESTLE,Ocean Health Index - Score (% Change 2024/2015),-0.06101085673608053
NESTLE,FishSource Score - Management Quality,0.6
NESTLE,FishSource Score - Managers Compliance,0.6
NESTLE,FishSource Score - Fishers Compliance,0.5
NESTLE,SeaAroundUs Unreported / Total Catch (%),0.18269357803110167
NESTLE,SeaAroundUs Bottom Trawl / Total Catch (%),0.2233944276345054
NESTLE,SeaAroundUs Gillnets / Total Catch (%),0.015109382908885688
NESTLE,Global Fishing Index - Data availability on stock sustainability,0.43940985915492964
NESTLE,Global Fishing Index - Proportion of assessed fish stocks that is sustainable,0.5887553990610329
NESTLE,Global Fishing Index - Proportion of 1990-2018 catches that is sustainable,0.27097136150234746
NESTLE,Global Fishing Index - Proportion of 1990-2018 catches that is overfished,0.16844037558685446
NESTLE,Global Fishing Index - Proportion of 1990-2018 catches that is not assessed,0.5605901408450704
NESTLE,Global Fishing Index - Fisheries governance score,0.6847417840375588
NESTLE,Global Fishing Index - Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),0.5260563380281691
NESTLE,Global Fishing Index - Fishery subsidy program (assessment score),0.4023474178403756
NESTLE,Global Fishing Index - Knowledge on fishing fleets (assessment score),0.7813145539906106
NESTLE,Global Fishing Index - Compliance monitoring and surveillance programs (assessment score),0.7726291079812206
NESTLE,Global Fishing Index - Severity of fishery sanctions (assessment score),0.903755868544601
NESTLE,Global Fishing Index - Access of foreign fishing fleets (assessment score),0.5528638497652583
CARGILL,Reporting Precision PT Score,0.40265071906430266
CARGILL,Ocean Health Index - Score (2015),0.705376404494382
CARGILL,Ocean Health Index - Score (2024),0.6634764044943819
CARGILL,Ocean Health Index - Score (% Change 2024/2015),-0.05857533680112812
ALBACORA GROUP,Reporting Precision PT Score,1.0
ALBACORA GROUP,Ocean Health Index - Score (2015),0.7498333333333332
ALBACORA GROUP,Ocean Health Index - Score (2024),0.7309666666666665
ALBACORA GROUP,Ocean Health Index - Score (% Change 2024/2015),-0.024357227274724186
ALBACORA GROUP,FishSource Score - Management Quality,0.6694444444444443
ALBACORA GROUP,FishSource Score - Managers Compliance,0.8166666666666665
ALBACORA GROUP,FishSource Score - Fishers Compliance,0.7722222222222221
ALBACORA GROUP,FishSource Score - Current Stock Health,0.8872222222222224
ALBACORA GROUP,FishSource Score - Future Stock Health,0.8852777777777776
ALBACORA GROUP,SeaAroundUs Unreported / Total Catch (%),0.026411232618812935
ALBACORA GROUP,Global Fishing Index - Data availability on stock sustainability,0.5576666666666666
ALBACORA GROUP,Global Fishing Index - Proportion of assessed fish stocks that is sustainable,0.5066333333333335
ALBACORA GROUP,Global Fishing Index - Proportion of 1990-2018 catches that is sustainable,0.3045
ALBACORA GROUP,Global Fishing Index - Proportion of 1990-2018 catches that is overfished,0.2531666666666667
ALBACORA GROUP,Global Fishing Index - Proportion of 1990-2018 catches that is not assessed,0.44233333333333325
ALBACORA GROUP,Global Fishing Index - Fisheries governance score,0.7466666666666666
ALBACORA GROUP,Global Fishing Index - Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),0.6633333333333333
ALBACORA GROUP,Global Fishing Index - Fishery subsidy program (assessment score),0.31
ALBACORA GROUP,Global Fishing Index - Knowledge on fishing fleets (assessment score),0.9033333333333334
ALBACORA GROUP,Global Fishing Index - Compliance monitoring and surveillance programs (assessment score),0.8200000000000001
ALBACORA GROUP,Global Fishing Index - Severity of fishery sanctions (assessment score),1.0
ALBACORA GROUP,Global Fishing Index - Access of foreign fishing fleets (assessment score),0.67
BRIM HF,Reporting Precision PT Score,0.5786614823115498
BRIM HF,Ocean Health Index - Score (2015),0.7202166666666666
BRIM HF,Ocean Health Index - Score (2024),0.6672166666666667
BRIM HF,Ocean Health Index - Score (% Change 2024/2015),-0.07145821242278405
BRIM HF,FishSource Score - Management Quality,0.6531552517370067
BRIM HF,FishSource Score - Managers Compliance,0.7247217828178458
BRIM HF,FishSource Score - Fishers Compliance,0.8164564994181427
BRIM HF,FishSource Score - Current Stock Health,0.7730003533925581
BRIM HF,FishSource Score - Future Stock Health,0.7352806098700555
BRIM HF,SeaAroundUs Unreported / Total Catch (%),0.09377593497240137
BRIM HF,SeaAroundUs Bottom Trawl / Total Catch (%),0.29080918007082596
BRIM HF,SeaAroundUs Gillnets / Total Catch (%),0.036751142407885726
BRIM HF,Global Fishing Index - Data availability on stock sustainability,0.7728999999999999
BRIM HF,Global Fishing Index - Proportion of assessed fish stocks that is sustainable,0.5305
BRIM HF,Global Fishing Index - Proportion of 1990-2018 catches that is sustainable,0.43926666666666675
BRIM HF,Global Fishing Index - Proportion of 1990-2018 catches that is overfished,0.33366666666666667
BRIM HF,Global Fishing Index - Proportion of 1990-2018 catches that is not assessed,0.22710000000000002
BRIM HF,Global Fishing Index - Fisheries governance score,0.7750000000000001
BRIM HF,Global Fishing Index - Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),0.7499999999999998
BRIM HF,Global Fishing Index - Fishery subsidy program (assessment score),0.38666666666666666
BRIM HF,Global Fishing Index - Knowledge on fishing fleets (assessment score),0.9049999999999999
BRIM HF,Global Fishing Index - Compliance monitoring and surveillance programs (assessment score),0.8966666666666666
BRIM HF,Global Fishing Index - Severity of fishery sanctions (assessment score),0.9166666666666666
BRIM HF,Global Fishing Index - Access of foreign fishing fleets (assessment score),0.5116666666666668
FUHUANG GROUP,Reporting Precision PT Score,0.6578492576821836
FUHUANG GROUP,Ocean Health Index - Score (2015),0.7186296296296295
FUHUANG GROUP,Ocean Health Index - Score (2024),0.674811111111111
FUHUANG GROUP,Ocean Health Index - Score (% Change 2024/2015),-0.059451385280730434
HAGOROMO FOODS,Reporting Precision PT Score,0.37980863602609144
HAGOROMO FOODS,Ocean Health Index - Score (2015),0.72934375
HAGOROMO FOODS,Ocean Health Index - Score (2024),0.6811662499999998
HAGOROMO FOODS,Ocean Health Index - Score (% Change 2024/2015),-0.0643655563998244
GENERAL OYSTER,Reporting Precision PT Score,0.152499180325666
GENERAL OYSTER,Ocean Health Index - Score (2015),0.6681000000000002
GENERAL OYSTER,Ocean Health Index - Score (2024),0.7086000000000001
GENERAL OYSTER,Ocean Health Index - Score (% Change 2024/2015),0.06061966771441396
SAO MAI GROUP CORPORATION,Reporting Precision PT Score,0.9261274210388115
SAO MAI GROUP CORPORATION,Ocean Health Index - Score (2015),0.7072345945945948
SAO MAI GROUP CORPORATION,Ocean Health Index - Score (2024),0.6664183783783783
SAO MAI GROUP CORPORATION,Ocean Health Index - Score (% Change 2024/2015),-0.0566791462866752
SAO MAI GROUP CORPORATION,Global Fishing Index - Data availability on stock sustainability,0.40098503401360547
SAO MAI GROUP CORPORATION,Global Fishing Index - Proportion of assessed fish stocks that is sustainable,0.6110659863945578
SAO MAI GROUP CORPORATION,Global Fishing Index - Proportion of 1990-2018 catches that is sustainable,0.2543646258503402
SAO MAI GROUP CORPORATION,Global Fishing Index - Proportion of 1990-2018 catches that is overfished,0.14661768707482994
SAO MAI GROUP CORPORATION,Global Fishing Index - Proportion of 1990-2018 catches that is not assessed,0.5990149659863945
SAO MAI GROUP CORPORATION,Global Fishing Index - Fisheries governance score,0.6451700680272107
SAO MAI GROUP CORPORATION,Global Fishing Index - Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),0.4472789115646258
SAO MAI GROUP CORPORATION,Global Fishing Index - Fishery subsidy program (assessment score),0.4444897959183673
SAO MAI GROUP CORPORATION,Global Fishing Index - Knowledge on fishing fleets (assessment score),0.7451700680272109
SAO MAI GROUP CORPORATION,Global Fishing Index - Compliance monitoring and surveillance programs (assessment score),0.7129931972789119
SAO MAI GROUP CORPORATION,Global Fishing Index - Severity of fishery sanctions (assessment score),0.8826530612244898
SAO MAI GROUP CORPORATION,Global Fishing Index - Access of foreign fishing fleets (assessment score),0.5512244897959184
FRINSA DEL NOROESTE,Reporting Precision PT Score,0.3701058407172197
FRINSA DEL NOROESTE,Ocean Health Index - Score (2015),0.7145419047619048
FRINSA DEL NOROESTE,Ocean Health Index - Score (2024),0.6713276190476191
FRINSA DEL NOROESTE,Ocean Health Index - Score (% Change 2024/2015),-0.05956776828056208
FRINSA DEL NOROESTE,FishSource Score - Management Quality,0.61097515772211
FRINSA DEL NOROESTE,FishSource Score - Managers Compliance,0.7099757756053194
FRINSA DEL NOROESTE,FishSource Score - Fishers Compliance,0.7518308202618589
FRINSA DEL NOROESTE,FishSource Score - Current Stock Health,0.7924445482246233
FRINSA DEL NOROESTE,FishSource Score - Future Stock Health,0.7667825529323811
FRINSA DEL NOROESTE,SeaAroundUs Unreported / Total Catch (%),0.2233185188881875
FRINSA DEL NOROESTE,SeaAroundUs Bottom Trawl / Total Catch (%),0.24324063070770932
FRINSA DEL NOROESTE,SeaAroundUs Gillnets / Total Catch (%),0.015969538090725276
FRINSA DEL NOROESTE,Global Fishing Index - Data availability on stock sustainability,0.36627674418604644
FRINSA DEL NOROESTE,Global Fishing Index - Proportion of assessed fish stocks that is sustainable,0.6173593023255814
FRINSA DEL NOROESTE,Global Fishing Index - Proportion of 1990-2018 catches that is sustainable,0.22496279069767441
FRINSA DEL NOROESTE,Global Fishing Index - Proportion of 1990-2018 catches that is overfished,0.14131162790697674
FRINSA DEL NOROESTE,Global Fishing Index - Proportion of 1990-2018 catches that is not assessed,0.6337232558139535
FRINSA DEL NOROESTE,Global Fishing Index - Fisheries governance score,0.6540697674418603
FRINSA DEL NOROESTE,Global Fishing Index - Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),0.5222093023255814
FRINSA DEL NOROESTE,Global Fishing Index - Fishery subsidy program (assessment score),0.4146511627906977
FRINSA DEL NOROESTE,Global Fishing Index - Knowledge on fishing fleets (assessment score),0.7517441860465116
FRINSA DEL NOROESTE,Global Fishing Index - Compliance monitoring and surveillance programs (assessment score),0.7119767441860465
FRINSA DEL NOROESTE,Global Fishing Index - Severity of fishery sanctions (assessment score),0.8982558139534884
FRINSA DEL NOROESTE,Global Fishing Index - Access of foreign fishing fleets (assessment score),0.5537209302325582
SHANGDONG MEIJIA GROUP CO LTD,Reporting Precision PT Score,0.49030667273962325
SHANGDONG MEIJIA GROUP CO LTD,Ocean Health Index - Score (2015),0.72018431372549
SHANGDONG MEIJIA GROUP CO LTD,Ocean Health Index - Score (2024),0.6759705882352941
SHANGDONG MEIJIA GROUP CO LTD,Ocean Health Index - Score (% Change 2024/2015),-0.06001621743475621
KALDVIK AS,Reporting Precision PT Score,0.5167642112221008
KALDVIK AS,Ocean Health Index - Score (2015),0.6711999999999999
KALDVIK AS,Ocean Health Index - Score (2024),0.6425
KALDVIK AS,Ocean Health Index - Score (% Change 2024/2015),-0.0427592371871276
EGERSUND GROUP AS,Reporting Precision PT Score,0.004527692569068709
EGERSUND GROUP AS,Ocean Health Index - Score (2015),0.7063458100558659
EGERSUND GROUP AS,Ocean Health Index - Score (2024),0.6660893854748604
EGERSUND GROUP AS,Ocean Health Index - Score (% Change 2024/2015),-0.05597058826556843
EGERSUND GROUP AS,FishSource Score - Management Quality,0.6378310104529618
EGERSUND GROUP AS,FishSource Score - Managers Compliance,0.6919561011904762
EGERSUND GROUP AS,FishSource Score - Fishers Compliance,0.6811416170634922
EGERSUND GROUP AS,FishSource Score - Current Stock Health,0.6745200892857144
EGERSUND GROUP AS,FishSource Score - Future Stock Health,0.7039453124999999
EGERSUND GROUP AS,SeaAroundUs Unreported / Total Catch (%),0.1761114644416791
EGERSUND GROUP AS,SeaAroundUs Bottom Trawl / Total Catch (%),0.1720340423766431
EGERSUND GROUP AS,SeaAroundUs Gillnets / Total Catch (%),0.0007244360722185343
EGERSUND GROUP AS,Global Fishing Index - Data availability on stock sustainability,0.4058482269503545
EGERSUND GROUP AS,Global Fishing Index - Proportion of assessed fish stocks that is sustainable,0.6134950354609929
EGERSUND GROUP AS,Global Fishing Index - Proportion of 1990-2018 catches that is sustainable,0.2585886524822695
EGERSUND GROUP AS,Global Fishing Index - Proportion of 1990-2018 catches that is overfished,0.1472567375886525
EGERSUND GROUP AS,Global Fishing Index - Proportion of 1990-2018 catches that is not assessed,0.5941517730496455
EGERSUND GROUP AS,Global Fishing Index - Fisheries governance score,0.6440425531914895
EGERSUND GROUP AS,Global Fishing Index - Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),0.4533333333333333
EGERSUND GROUP AS,Global Fishing Index - Fishery subsidy program (assessment score),0.4522695035460992
EGERSUND GROUP AS,Global Fishing Index - Knowledge on fishing fleets (assessment score),0.7438297872340426
EGERSUND GROUP AS,Global Fishing Index - Compliance monitoring and surveillance programs (assessment score),0.711063829787234
EGERSUND GROUP AS,Global Fishing Index - Severity of fishery sanctions (assessment score),0.8776595744680851
EGERSUND GROUP AS,Global Fishing Index - Access of foreign fishing fleets (assessment score),0.5480851063829787
FOR GROUP,Reporting Precision PT Score,0.7254805969086975
FOR GROUP,Ocean Health Index - Score (2015),0.7065493243243244
FOR GROUP,Ocean Health Index - Score (2024),0.6660864864864865
FOR GROUP,Ocean Health Index - Score (% Change 2024/2015),-0.056183934581994964
FOR GROUP,FishSource Score - Management Quality,0.6490402073080367
FOR GROUP,FishSource Score - Managers Compliance,0.6701533271301312
FOR GROUP,FishSource Score - Fishers Compliance,0.8431706249210505
FOR GROUP,FishSource Score - Current Stock Health,0.8174011263558238
FOR GROUP,FishSource Score - Future Stock Health,0.6904431197279897
FOR GROUP,SeaAroundUs Unreported / Total Catch (%),0.07042101173778631
FOR GROUP,SeaAroundUs Bottom Trawl / Total Catch (%),0.21941612201505822
FOR GROUP,SeaAroundUs Gillnets / Total Catch (%),0.0178210585548516
FOR GROUP,Global Fishing Index - Data availability on stock sustainability,0.4417434782608696
FOR GROUP,Global Fishing Index - Proportion of assessed fish stocks that is sustainable,0.560944347826087
FOR GROUP,Global Fishing Index - Proportion of 1990-2018 catches that is sustainable,0.2506826086956522
FOR GROUP,Global Fishing Index - Proportion of 1990-2018 catches that is overfished,0.19106260869565217
FOR GROUP,Global Fishing Index - Proportion of 1990-2018 catches that is not assessed,0.5582565217391303
FOR GROUP,Global Fishing Index - Fisheries governance score,0.6643478260869565
FOR GROUP,Global Fishing Index - Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),0.5531304347826088
FOR GROUP,Global Fishing Index - Fishery subsidy program (assessment score),0.39226086956521744
FOR GROUP,Global Fishing Index - Knowledge on fishing fleets (assessment score),0.7730434782608695
FOR GROUP,Global Fishing Index - Compliance monitoring and surveillance programs (assessment score),0.7575652173913041
FOR GROUP,Global Fishing Index - Severity of fishery sanctions (assessment score),0.8826086956521739
FOR GROUP,Global Fishing Index - Access of foreign fishing fleets (assessment score),0.5809565217391305
PAN GROUP JSC,Reporting Precision PT Score,0.6673430735221577
PAN GROUP JSC,Ocean Health Index - Score (2015),0.6973999999999998
PAN GROUP JSC,Ocean Health Index - Score (2024),0.6154
PAN GROUP JSC,Ocean Health Index - Score (% Change 2024/2015),-0.11757958130197874
TONGWEI FOOD,Reporting Precision PT Score,0.4194763269709031
TONGWEI FOOD,Ocean Health Index - Score (2015),0.6703000000000001
TONGWEI FOOD,Ocean Health Index - Score (2024),0.6148000000000001
TONGWEI FOOD,Ocean Health Index - Score (% Change 2024/2015),-0.08279874682977774
H&N GROUP,Reporting Precision PT Score,0.711764462445267
H&N GROUP,Ocean Health Index - Score (2015),0.7728142857142858
H&N GROUP,Ocean Health Index - Score (2024),0.7047571428571429
H&N GROUP,Ocean Health Index - Score (% Change 2024/2015),-0.0871316132269512
H&N GROUP,FishSource Score - Management Quality,0.6992005772005773
H&N GROUP,FishSource Score - Managers Compliance,0.7684267504801816
H&N GROUP,FishSource Score - Fishers Compliance,0.8033150573993098
H&N GROUP,FishSource Score - Current Stock Health,0.8005744871478003
H&N GROUP,FishSource Score - Future Stock Health,0.7840740327380954
H&N GROUP,SeaAroundUs Unreported / Total Catch (%),0.05453331464077153
H&N GROUP,SeaAroundUs Bottom Trawl / Total Catch (%),0.3504348775415513
H&N GROUP,SeaAroundUs Gillnets / Total Catch (%),0.004487939334056542
H&N GROUP,Global Fishing Index - Data availability on stock sustainability,0.5859142857142857
H&N GROUP,Global Fishing Index - Proportion of assessed fish stocks that is sustainable,0.5890142857142858
H&N GROUP,Global Fishing Index - Proportion of 1990-2018 catches that is sustainable,0.4154999999999999
H&N GROUP,Global Fishing Index - Proportion of 1990-2018 catches that is overfished,0.1704142857142857
H&N GROUP,Global Fishing Index - Proportion of 1990-2018 catches that is not assessed,0.41408571428571433
H&N GROUP,Global Fishing Index - Fisheries governance score,0.7200000000000001
H&N GROUP,Global Fishing Index - Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),0.38285714285714295
H&N GROUP,Global Fishing Index - Fishery subsidy program (assessment score),0.46714285714285714
H&N GROUP,Global Fishing Index - Knowledge on fishing fleets (assessment score),0.7557142857142859
H&N GROUP,Global Fishing Index - Compliance monitoring and surveillance programs (assessment score),0.845714285714286
H&N GROUP,Global Fishing Index - Severity of fishery sanctions (assessment score),1.0
H&N GROUP,Global Fishing Index - Access of foreign fishing fleets (assessment score),0.6057142857142858
PACIFIC SEAFOOD,Reporting Precision PT Score,0.813115628308791
PACIFIC SEAFOOD,Ocean Health Index - Score (2015),0.7968050000000001
PACIFIC SEAFOOD,Ocean Health Index - Score (2024),0.711345
PACIFIC SEAFOOD,Ocean Health Index - Score (% Change 2024/2015),-0.10744761935131704
PACIFIC SEAFOOD,FishSource Score - Management Quality,0.6804318382720321
PACIFIC SEAFOOD,FishSource Score - Managers Compliance,0.7793483786961037
PACIFIC SEAFOOD,FishSource Score - Fishers Compliance,0.814141326239443
PACIFIC SEAFOOD,FishSource Score - Current Stock Health,0.7484586835104704
PACIFIC SEAFOOD,FishSource Score - Future Stock Health,0.7771651535867287
PACIFIC SEAFOOD,SeaAroundUs Unreported / Total Catch (%),0.1799348439475859
PACIFIC SEAFOOD,SeaAroundUs Bottom Trawl / Total Catch (%),0.24501675590081778
PACIFIC SEAFOOD,SeaAroundUs Gillnets / Total Catch (%),0.0005864109529741162
PACIFIC SEAFOOD,Global Fishing Index - Data availability on stock sustainability,0.7352100000000001
PACIFIC SEAFOOD,Global Fishing Index - Proportion of assessed fish stocks that is sustainable,0.6029950000000001
PACIFIC SEAFOOD,Global Fishing Index - Proportion of 1990-2018 catches that is sustainable,0.6097925
PACIFIC SEAFOOD,Global Fishing Index - Proportion of 1990-2018 catches that is overfished,0.12541750000000002
PACIFIC SEAFOOD,Global Fishing Index - Proportion of 1990-2018 catches that is not assessed,0.2647900000000001
PACIFIC SEAFOOD,Global Fishing Index - Fisheries governance score,0.76925
PACIFIC SEAFOOD,Global Fishing Index - Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),0.20750000000000002
PACIFIC SEAFOOD,Global Fishing Index - Fishery subsidy program (assessment score),0.374
PACIFIC SEAFOOD,Global Fishing Index - Knowledge on fishing fleets (assessment score),0.8599999999999999
PACIFIC SEAFOOD,Global Fishing Index - Compliance monitoring and surveillance programs (assessment score),0.926
PACIFIC SEAFOOD,Global Fishing Index - Severity of fishery sanctions (assessment score),1.0
PACIFIC SEAFOOD,Global Fishing Index - Access of foreign fishing fleets (assessment score),0.5800000000000001
NOMAD FOODS,Reporting Precision PT Score,0.9856626821976167
NOMAD FOODS,Ocean Health Index - Score (2015),0.7217730337078653
NOMAD FOODS,Ocean Health Index - Score (2024),0.6750415730337078
NOMAD FOODS,Ocean Health Index - Score (% Change 2024/2015),-0.06301219960234661
NOMAD FOODS,FishSource Score - Management Quality,0.5950914793267734
NOMAD FOODS,FishSource Score - Managers Compliance,0.6035162514719299
NOMAD FOODS,FishSource Score - Fishers Compliance,0.8732820672653526
NOMAD FOODS,FishSource Score - Current Stock Health,0.6292106880408312
NOMAD FOODS,FishSource Score - Future Stock Health,0.6688426065173892
NOMAD FOODS,SeaAroundUs Unreported / Total Catch (%),0.10907623247768014
NOMAD FOODS,SeaAroundUs Bottom Trawl / Total Catch (%),0.32242817328127565
NOMAD FOODS,SeaAroundUs Gillnets / Total Catch (%),0.07944635645401828
NOMAD FOODS,Global Fishing Index - Data availability on stock sustainability,0.5466918918918917
NOMAD FOODS,Global Fishing Index - Proportion of assessed fish stocks that is sustainable,0.5371202702702704
NOMAD FOODS,Global Fishing Index - Proportion of 1990-2018 catches that is sustainable,0.29009324324324315
NOMAD FOODS,Global Fishing Index - Proportion of 1990-2018 catches that is overfished,0.2566013513513514
NOMAD FOODS,Global Fishing Index - Proportion of 1990-2018 catches that is not assessed,0.45330810810810834
NOMAD FOODS,Global Fishing Index - Fisheries governance score,0.6975675675675673
NOMAD FOODS,Global Fishing Index - Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),0.6147297297297297
NOMAD FOODS,Global Fishing Index - Fishery subsidy program (assessment score),0.3952702702702702
NOMAD FOODS,Global Fishing Index - Knowledge on fishing fleets (assessment score),0.8145945945945947
NOMAD FOODS,Global Fishing Index - Compliance monitoring and surveillance programs (assessment score),0.8120270270270271
NOMAD FOODS,Global Fishing Index - Severity of fishery sanctions (assessment score),0.8952702702702703
NOMAD FOODS,Global Fishing Index - Access of foreign fishing fleets (assessment score),0.5670270270270271
SOJITZ,Reporting Precision PT Score,0.5216474969852726
SOJITZ,Ocean Health Index - Score (2015),0.7168166666666667
SOJITZ,Ocean Health Index - Score (2024),0.6761083333333336
SOJITZ,Ocean Health Index - Score (% Change 2024/2015),-0.05636069843316745
CLEARWATER SEAFOODS INC,Reporting Precision PT Score,0.512966806376397
CLEARWATER SEAFOODS INC,Ocean Health Index - Score (2015),0.7171999999999998
CLEARWATER SEAFOODS INC,Ocean Health Index - Score (2024),0.64885
CLEARWATER SEAFOODS INC,Ocean Health Index - Score (% Change 2024/2015),-0.0931888212824112
CLEARWATER SEAFOODS INC,FishSource Score - Management Quality,0.6328536754507629
CLEARWATER SEAFOODS INC,FishSource Score - Managers Compliance,0.7229931373876926
CLEARWATER SEAFOODS INC,FishSource Score - Fishers Compliance,0.7555079849417169
CLEARWATER SEAFOODS INC,FishSource Score - Current Stock Health,0.7152938341351529
CLEARWATER SEAFOODS INC,FishSource Score - Future Stock Health,0.7457252058399118
CLEARWATER SEAFOODS INC,SeaAroundUs Unreported / Total Catch (%),0.22348594619719608
CLEARWATER SEAFOODS INC,SeaAroundUs Bottom Trawl / Total Catch (%),0.2969058594498662
CLEARWATER SEAFOODS INC,SeaAroundUs Gillnets / Total Catch (%),0.02597050804595016
CLEARWATER SEAFOODS INC,Global Fishing Index - Data availability on stock sustainability,0.6908000000000002
CLEARWATER SEAFOODS INC,Global Fishing Index - Proportion of assessed fish stocks that is sustainable,0.48814999999999986
CLEARWATER SEAFOODS INC,Global Fishing Index - Proportion of 1990-2018 catches that is sustainable,0.43785
CLEARWATER SEAFOODS INC,Global Fishing Index - Proportion of 1990-2018 catches that is overfished,0.25295
CLEARWATER SEAFOODS INC,Global Fishing Index - Proportion of 1990-2018 catches that is not assessed,0.3092
CLEARWATER SEAFOODS INC,Global Fishing Index - Fisheries governance score,0.7300000000000001
CLEARWATER SEAFOODS INC,Global Fishing Index - Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),0.7499999999999999
CLEARWATER SEAFOODS INC,Global Fishing Index - Fishery subsidy program (assessment score),0.19999999999999996
CLEARWATER SEAFOODS INC,Global Fishing Index - Knowledge on fishing fleets (assessment score),0.8949999999999999
CLEARWATER SEAFOODS INC,Global Fishing Index - Compliance monitoring and surveillance programs (assessment score),0.9400000000000001
CLEARWATER SEAFOODS INC,Global Fishing Index - Severity of fishery sanctions (assessment score),0.875
CLEARWATER SEAFOODS INC,Global Fishing Index - Access of foreign fishing fleets (assessment score),0.6649999999999997
MARR SPA,Reporting Precision PT Score,0.5087982573348694
MARR SPA,Ocean Health Index - Score (2015),0.71658
MARR SPA,Ocean Health Index - Score (2024),0.67378
MARR SPA,Ocean Health Index - Score (% Change 2024/2015),-0.05852915660030243
MARR SPA,FishSource Score - Management Quality,0.6214427263796293
MARR SPA,FishSource Score - Managers Compliance,0.6921382130255569
MARR SPA,FishSource Score - Fishers Compliance,0.6889019508273558
MARR SPA,FishSource Score - Current Stock Health,0.7361996329368896
MARR SPA,FishSource Score - Future Stock Health,0.735917204661167
MARR SPA,SeaAroundUs Unreported / Total Catch (%),0.19036188315305005
MARR SPA,SeaAroundUs Bottom Trawl / Total Catch (%),0.39290028418063067
MARR SPA,SeaAroundUs Gillnets / Total Catch (%),0.0026114176789539542
MARR SPA,Global Fishing Index - Data availability on stock sustainability,0.5080199999999999
MARR SPA,Global Fishing Index - Proportion of assessed fish stocks that is sustainable,0.5685799999999999
MARR SPA,Global Fishing Index - Proportion of 1990-2018 catches that is sustainable,0.34718000000000004
MARR SPA,Global Fishing Index - Proportion of 1990-2018 catches that is overfished,0.1608
MARR SPA,Global Fishing Index - Proportion of 1990-2018 catches that is not assessed,0.49198000000000003
MARR SPA,Global Fishing Index - Fisheries governance score,0.7140000000000001
MARR SPA,Global Fishing Index - Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),0.4659999999999999
MARR SPA,Global Fishing Index - Fishery subsidy program (assessment score),0.20800000000000002
MARR SPA,Global Fishing Index - Knowledge on fishing fleets (assessment score),0.8440000000000001
MARR SPA,Global Fishing Index - Compliance monitoring and surveillance programs (assessment score),0.7600000000000001
MARR SPA,Global Fishing Index - Severity of fishery sanctions (assessment score),0.95
MARR SPA,Global Fishing Index - Access of foreign fishing fleets (assessment score),0.7000000000000003
PT NUTRINDO FRESFOOD,Reporting Precision PT Score,1.0
PT NUTRINDO FRESFOOD,Ocean Health Index - Score (2015),0.6785
PT NUTRINDO FRESFOOD,Ocean Health Index - Score (2024),0.6063000000000001
PT NUTRINDO FRESFOOD,Ocean Health Index - Score (% Change 2024/2015),-0.10641120117907132
PT NUTRINDO FRESFOOD,FishSource Score - Management Quality,0.6333333333333333
PT NUTRINDO FRESFOOD,FishSource Score - Managers Compliance,0.6833333333333335
PT NUTRINDO FRESFOOD,FishSource Score - Fishers Compliance,0.7166666666666667
PT NUTRINDO FRESFOOD,FishSource Score - Current Stock Health,0.9766666666666667
PT NUTRINDO FRESFOOD,FishSource Score - Future Stock Health,0.9666666666666667
PT NUTRINDO FRESFOOD,SeaAroundUs Unreported / Total Catch (%),0.008380948907552414
PT NUTRINDO FRESFOOD,Global Fishing Index - Data availability on stock sustainability,0.2352
PT NUTRINDO FRESFOOD,Global Fishing Index - Proportion of assessed fish stocks that is sustainable,0.7702999999999999
PT NUTRINDO FRESFOOD,Global Fishing Index - Proportion of 1990-2018 catches that is sustainable,0.1704
PT NUTRINDO FRESFOOD,Global Fishing Index - Proportion of 1990-2018 catches that is overfished,0.06480000000000001
PT NUTRINDO FRESFOOD,Global Fishing Index - Proportion of 1990-2018 catches that is not assessed,0.7648
PT NUTRINDO FRESFOOD,Global Fishing Index - Fisheries governance score,0.79
PT NUTRINDO FRESFOOD,Global Fishing Index - Alignment with international standards for protecting worker rights and safety in fisheries (assessment score),0.5
PT NUTRINDO FRESFOOD,Global Fishing Index - Fishery subsidy program (assessment score),0.19999999999999998
PT NUTRINDO FRESFOOD,Global Fishing Index - Knowledge on fishing fleets (assessment score),0.86
PT NUTRINDO FRESFOOD,Global Fishing Index - Compliance monitoring and surveillance programs (assessment score),1.0
PT NUTRINDO FRESFOOD,Global Fishing Index - Severity of fishery sanctions (assessment score),1.0
PT NUTRINDO FRESFOOD,Global Fishing Index - Access of foreign fishing fleets (assessment score),1.0
TASSAL GROUP LIMITED,Reporting Precision PT Score,0.912950071653976
