COMPANY_NAME,SPECIES_NAME
FIORITAL SPA,Blacktip grouper
FIORITAL SPA,Bloch's gizzard shad
FIORITAL SPA,Blue jack mackerel
FIORITAL SPA,Blue ling
FIORITAL SPA,Blue mackerel
FIORITAL SPA,Blue runner
FIORITAL SPA,Blue whiting(=Poutassou)
FIORITAL SPA,Blueback shad
FIORITAL SPA,Bluecheek silver grunt
FIORITAL SPA,Bluefin gurnard
FIORITAL SPA,Bluefin trevally
FIORITAL SPA,Bluespotted seabass
FIORITAL SPA,Bluestriped grunt
FIORITAL SPA,Bobo mullet
FIORITAL SPA,Bocaccio rockfish
FIORITAL SPA,Bonga shad
FIORITAL SPA,Brassy trevally
FIORITAL SPA,Brazilian codling
FIORITAL SPA,Brazilian menhaden
FIORITAL SPA,Brazilian sardinella
FIORITAL SPA,Broad-barred king mackerel
FIORITAL SPA,Bronzestripe grunt
FIORITAL SPA,Broomtail grouper
FIORITAL SPA,Brown comber
FIORITAL SPA,Brown-marbled grouper
FIORITAL SPA,Brownspotted grouper
FIORITAL SPA,Bullet tuna
FIORITAL SPA,Burbot
FIORITAL SPA,Cabinza grunt
FIORITAL SPA,Camouflage grouper
FIORITAL SPA,Canary rockfish
FIORITAL SPA,Cape gurnard
FIORITAL SPA,Cape horse mackerel
FIORITAL SPA,Capro dory
FIORITAL SPA,Carangids nei
FIORITAL SPA,Cardinal snapper
FIORITAL SPA,Cayenne pompano
FIORITAL SPA,Cero
FIORITAL SPA,Chacunda gizzard shad
FIORITAL SPA,Chere-chere grunt
FIORITAL SPA,Chilean jack mackerel
FIORITAL SPA,Chilean silverside
FIORITAL SPA,Chilipepper rockfish
FIORITAL SPA,Chinese gizzard shad
FIORITAL SPA,Chinook(=Spring=King) salmon
FIORITAL SPA,Chocolate hind
FIORITAL SPA,Chum(=Keta=Dog) salmon
FIORITAL SPA,Cocoa snapper
FIORITAL SPA,Coho(=Silver) salmon
FIORITAL SPA,Comb grouper
FIORITAL SPA,Comber
FIORITAL SPA,Comet grouper
FIORITAL SPA,Common bluestripe snapper
FIORITAL SPA,Common dab
FIORITAL SPA,Common dolphinfish
FIORITAL SPA,Common sole
FIORITAL SPA,Coney
FIORITAL SPA,"Conger eels, etc. nei"
FIORITAL SPA,Coral hind
FIORITAL SPA,Cottonmouth jack
FIORITAL SPA,Creole-fish
FIORITAL SPA,Crevalle jack
FIORITAL SPA,Crimson jobfish
FIORITAL SPA,Crimson snapper
FIORITAL SPA,Cunene horse mackerel
FIORITAL SPA,Curlfin sole
FIORITAL SPA,"Cusk-eels, brotulas nei"
FIORITAL SPA,Darkblotched rockfish
FIORITAL SPA,Darkfin hind
FIORITAL SPA,Dash-and-dot goatfish
FIORITAL SPA,Deep-water red snapper
FIORITAL SPA,Deepwater longtail red snapper
FIORITAL SPA,Dog snapper
FIORITAL SPA,Dogtooth grouper
FIORITAL SPA,Dogtooth tuna
FIORITAL SPA,Dories nei
FIORITAL SPA,Dory snapper
FIORITAL SPA,Dot-dash grouper
FIORITAL SPA,Dotted gizzard shad
FIORITAL SPA,Double-lined mackerel
FIORITAL SPA,Doublespotted queenfish
FIORITAL SPA,Dover sole
FIORITAL SPA,Dungat grouper
FIORITAL SPA,Dusky grouper
FIORITAL SPA,Duskytail grouper
FIORITAL SPA,Eastern Pacific bonito
FIORITAL SPA,Edible crab
FIORITAL SPA,Egyptian sole
FIORITAL SPA,Emperor red snapper
FIORITAL SPA,English sole
FIORITAL SPA,European conger
FIORITAL SPA,European eel
FIORITAL SPA,European flounder
FIORITAL SPA,European pilchard(=Sardine)
FIORITAL SPA,European plaice
FIORITAL SPA,European sprat
FIORITAL SPA,Falkland sprat
FIORITAL SPA,False herring
FIORITAL SPA,False scad
FIORITAL SPA,Finstripe goatfish
FIORITAL SPA,Five-lined snapper
FIORITAL SPA,Flathead grey mullet
FIORITAL SPA,Flathead sole
FIORITAL SPA,Florida pompano
FIORITAL SPA,Forkbeard
FIORITAL SPA,Fourbeard rockling
FIORITAL SPA,Foureyed sole
FIORITAL SPA,French grunt
FIORITAL SPA,Frigate tuna
FIORITAL SPA,Fringescale sardinella
FIORITAL SPA,Gag
FIORITAL SPA,Giant grouper
FIORITAL SPA,Giant tiger prawn
FIORITAL SPA,Giant trevally
FIORITAL SPA,"Goatfishes, red mullets nei"
FIORITAL SPA,Gold-saddle goatfish
FIORITAL SPA,Goldband goatfish
FIORITAL SPA,Goldbanded jobfish
FIORITAL SPA,Golden eye jobfish
FIORITAL SPA,Golden redfish
FIORITAL SPA,Golden trevally
FIORITAL SPA,Goldflag jobfish
FIORITAL SPA,Goldstripe sardinella
FIORITAL SPA,Graysby
FIORITAL SPA,Greasy grouper
FIORITAL SPA,Great pompano
FIORITAL SPA,Great white shark
FIORITAL SPA,Greater amberjack
FIORITAL SPA,Greater forkbeard
FIORITAL SPA,Green jobfish
FIORITAL SPA,Greenback horse mackerel
FIORITAL SPA,Greenland cod
FIORITAL SPA,Greenland halibut
FIORITAL SPA,Grey gurnard
FIORITAL SPA,Grey snapper
FIORITAL SPA,"Groupers, seabasses nei"
FIORITAL SPA,Gulf menhaden
FIORITAL SPA,"Gurnards, searobins nei"
FIORITAL SPA,Haddock
FIORITAL SPA,Harry hotlips
FIORITAL SPA,"Herrings, sardines nei"
FIORITAL SPA,Hickory shad
FIORITAL SPA,Highfin grouper
FIORITAL SPA,Hilsa shad
FIORITAL SPA,Honeycomb grouper
FIORITAL SPA,Horned octopus
FIORITAL SPA,Horse-eye jack
FIORITAL SPA,Humpback grouper
FIORITAL SPA,Humpback red snapper
FIORITAL SPA,Imposter trevally
FIORITAL SPA,Indian goatfish
FIORITAL SPA,Indian mackerel
FIORITAL SPA,Indian oil sardine
FIORITAL SPA,Indian pompano
FIORITAL SPA,Indian scad
FIORITAL SPA,Indian threadfish
FIORITAL SPA,Indo-Pacific king mackerel
FIORITAL SPA,Inshore sand perch
FIORITAL SPA,Island grouper
FIORITAL SPA,Island trevally
FIORITAL SPA,Japanese Spanish mackerel
FIORITAL SPA,Japanese jack mackerel
FIORITAL SPA,Japanese sardinella
FIORITAL SPA,Japanese scad
FIORITAL SPA,Javelin grunter
FIORITAL SPA,John dory
FIORITAL SPA,John's snapper
FIORITAL SPA,Jumbo flying squid
FIORITAL SPA,Kamchatka flounder
FIORITAL SPA,Kawakawa
FIORITAL SPA,Kelee shad
FIORITAL SPA,King dory
FIORITAL SPA,King mackerel
FIORITAL SPA,Kingklip
FIORITAL SPA,Klein's sole
FIORITAL SPA,Klunzinger's mullet
FIORITAL SPA,Lane snapper
FIORITAL SPA,Large-headed scorpionfish
FIORITAL SPA,Large-scaled gurnard
FIORITAL SPA,Latchet(=Sharpbeak gurnard)
FIORITAL SPA,Lavender jobfish
FIORITAL SPA,Leaping mullet
FIORITAL SPA,Leather bass
FIORITAL SPA,Lebranche mullet
FIORITAL SPA,Leerfish
FIORITAL SPA,Lemon sole
FIORITAL SPA,Leopard coralgrouper
FIORITAL SPA,Ling
FIORITAL SPA,Little tunny(=Atl.black skipj)
FIORITAL SPA,Longfin mako
FIORITAL SPA,Longfin trevally
FIORITAL SPA,Longfin yellowtail
FIORITAL SPA,Longnose trevally
FIORITAL SPA,Longspine grunt
FIORITAL SPA,Longtail tuna
FIORITAL SPA,Lookdown
FIORITAL SPA,Mackerel scad
FIORITAL SPA,"Mackerel sharks,porbeagles nei"
FIORITAL SPA,Mackerels nei
FIORITAL SPA,Madeiran sardinella
FIORITAL SPA,Malabar blood snapper
FIORITAL SPA,Malabar grouper
FIORITAL SPA,Malabar trevally
FIORITAL SPA,Mangrove red snapper
FIORITAL SPA,Manybar goatfish
FIORITAL SPA,Mediterranean horse mackerel
FIORITAL SPA,Mexican barred snapper
FIORITAL SPA,Middling thread herring
FIORITAL SPA,Minstrel sweetlips
FIORITAL SPA,Misty grouper
FIORITAL SPA,Mottled grouper
FIORITAL SPA,Mud sole
FIORITAL SPA,Mullets nei
FIORITAL SPA,Mutton snapper
FIORITAL SPA,Narrow-barred Spanish mackerel
FIORITAL SPA,Nassau grouper
FIORITAL SPA,Navaga(=Wachna cod)
FIORITAL SPA,Needlescaled queenfish
FIORITAL SPA,New Zealand dory
FIORITAL SPA,Northern red snapper
FIORITAL SPA,Northern rock sole
FIORITAL SPA,Norway pout
FIORITAL SPA,Norway redfish
FIORITAL SPA,Oblique-banded snapper
FIORITAL SPA,Offshore rockfish
FIORITAL SPA,Olive grunt
FIORITAL SPA,One-spot snapper
FIORITAL SPA,Orange goatfish
FIORITAL SPA,Orange perch
FIORITAL SPA,Orange-spotted grouper
FIORITAL SPA,Orangespotted trevally
FIORITAL SPA,Ornate jobfish
FIORITAL SPA,Pacific bluefin tuna
FIORITAL SPA,Pacific bumper
FIORITAL SPA,Pacific chub mackerel
FIORITAL SPA,Pacific cod
FIORITAL SPA,Pacific halibut
FIORITAL SPA,Pacific jack mackerel
FIORITAL SPA,Pacific menhaden
FIORITAL SPA,Pacific ocean perch
FIORITAL SPA,Pacific piquitinga
FIORITAL SPA,Pacific red snapper
FIORITAL SPA,Pacific sand sole
FIORITAL SPA,Pacific sierra
FIORITAL SPA,Pacific thread herring
FIORITAL SPA,Pacific tomcod
FIORITAL SPA,Painted comber
FIORITAL SPA,Painted sweetlips
FIORITAL SPA,Panama grunt
FIORITAL SPA,Parona leatherjacket
FIORITAL SPA,Patagonian redfish
FIORITAL SPA,Peacock hind
FIORITAL SPA,Peruvian moonfish
FIORITAL SPA,Peruvian rock seabass
FIORITAL SPA,Petrale sole
FIORITAL SPA,Pigfish
FIORITAL SPA,Pigsnout grunt
FIORITAL SPA,Pilotfish
FIORITAL SPA,Pink cusk-eel
FIORITAL SPA,Pink maomao
FIORITAL SPA,Pink(=Humpback) salmon
FIORITAL SPA,Piper gurnard
FIORITAL SPA,Plain bonito
FIORITAL SPA,Polar cod
FIORITAL SPA,Pollack
FIORITAL SPA,Pompano
FIORITAL SPA,Pontic shad
FIORITAL SPA,Poor cod
FIORITAL SPA,Porbeagle
FIORITAL SPA,Pouting(=Bib)
FIORITAL SPA,Pudgy cuskeel
FIORITAL SPA,Queen snapper
FIORITAL SPA,Rainbow runner
FIORITAL SPA,Rainbow sardine
FIORITAL SPA,Rainbow trout
FIORITAL SPA,Red grouper
FIORITAL SPA,Red gurnard perch
FIORITAL SPA,Red hake
FIORITAL SPA,Red hind
FIORITAL SPA,Red rock lobster
FIORITAL SPA,Red scorpionfish
FIORITAL SPA,Redmouth grouper
FIORITAL SPA,Rex sole
FIORITAL SPA,Righteye flounders nei
FIORITAL SPA,Rock hind
FIORITAL SPA,Rock sole
FIORITAL SPA,Rough scad
FIORITAL SPA,Roughneck grunt
FIORITAL SPA,Round sardinella
FIORITAL SPA,Round scad
FIORITAL SPA,Roving coralgrouper
FIORITAL SPA,Rubberlip grunt
FIORITAL SPA,Rusty jobfish
FIORITAL SPA,Saddle grunt
FIORITAL SPA,Saddle-back snapper
FIORITAL SPA,Saffron cod
FIORITAL SPA,Sailfin snapper
FIORITAL SPA,Saithe(=Pollock)
FIORITAL SPA,Salmonids nei
FIORITAL SPA,Samson fish
FIORITAL SPA,Sand grey mullet
FIORITAL SPA,Sand perch
FIORITAL SPA,Sand smelt
FIORITAL SPA,Sardinellas nei
FIORITAL SPA,Scads nei
FIORITAL SPA,Scaled herring
FIORITAL SPA,Scamp
FIORITAL SPA,Schoolmaster snapper
FIORITAL SPA,"Scorpionfishes, redfishes nei"
FIORITAL SPA,Sea trout
FIORITAL SPA,Senegal jack
FIORITAL SPA,Senegalese sole
FIORITAL SPA,Serra Spanish mackerel
FIORITAL SPA,Short mackerel
FIORITAL SPA,Short-finned eel
FIORITAL SPA,Shortbeard cusk-eel
FIORITAL SPA,Shortfin mako
FIORITAL SPA,Shortfin scad
FIORITAL SPA,Shortspine thornyhead
FIORITAL SPA,Shrimp scad
FIORITAL SPA,Sidespot goatfish
FIORITAL SPA,Silk snapper
FIORITAL SPA,Silver grunt
FIORITAL SPA,Silver-stripe round herring
FIORITAL SPA,Silversides(=Sand smelts) nei
FIORITAL SPA,Silvery John dory
FIORITAL SPA,Sind sardinella
FIORITAL SPA,Sixblotch hind
FIORITAL SPA,Skipjack tuna
FIORITAL SPA,Slender rainbow sardine
FIORITAL SPA,Slender thread herring
FIORITAL SPA,Slender tuna
FIORITAL SPA,Small red scorpionfish
FIORITAL SPA,Small toothed jobfish
FIORITAL SPA,Smallscaled grouper
FIORITAL SPA,Smalltoothed pellonula
FIORITAL SPA,Snake blenny
FIORITAL SPA,"Snappers, jobfishes nei"
FIORITAL SPA,Snowy grouper
FIORITAL SPA,Snubnose pompano
FIORITAL SPA,Sockeye(=Red) salmon
FIORITAL SPA,Solenette
FIORITAL SPA,Soles nei
FIORITAL SPA,Sompat grunt
FIORITAL SPA,Sonora scorpionfish
FIORITAL SPA,Sordid rubberlip
FIORITAL SPA,South American pilchard
FIORITAL SPA,Southern blue whiting
FIORITAL SPA,Southern bluefin tuna
FIORITAL SPA,Southern red snapper
FIORITAL SPA,Spanish ling
FIORITAL SPA,Spinycheek grouper
FIORITAL SPA,Spotted goatfish
FIORITAL SPA,Spotted grouper
FIORITAL SPA,Spotted rose snapper
FIORITAL SPA,Spotted sand bass
FIORITAL SPA,Spotted sardinella
FIORITAL SPA,Squaretail coralgrouper
FIORITAL SPA,Starry flounder
FIORITAL SPA,Starry grouper
FIORITAL SPA,Starspotted grouper
FIORITAL SPA,Streaked gurnard
FIORITAL SPA,Striped bonito
FIORITAL SPA,Striped piggy
FIORITAL SPA,Sulphur goatfish
FIORITAL SPA,Summan grouper
FIORITAL SPA,Surmullet
FIORITAL SPA,Swallowtail seaperch
FIORITAL SPA,Talang queenfish
FIORITAL SPA,Thickback sole
FIORITAL SPA,Thicklip grey mullet
FIORITAL SPA,Thinlip grey mullet
FIORITAL SPA,Threadfin rockling
FIORITAL SPA,Tiger grouper
FIORITAL SPA,Toli shad
FIORITAL SPA,Tomato hind
FIORITAL SPA,Tomtate grunt
FIORITAL SPA,Torpedo scad
FIORITAL SPA,Torroto grunt
FIORITAL SPA,Trout sweetlips
FIORITAL SPA,Tub gurnard
FIORITAL SPA,Turbot
FIORITAL SPA,Tusk(=Cusk)
FIORITAL SPA,Twaite shad
FIORITAL SPA,Two-spot red snapper
FIORITAL SPA,Vadigo
FIORITAL SPA,Vermilion snapper
FIORITAL SPA,Wahoo
FIORITAL SPA,Warsaw groupes
FIORITAL SPA,Wedge sole
FIORITAL SPA,West African Spanish mackerel
FIORITAL SPA,West African goatfish
FIORITAL SPA,West coast sole
FIORITAL SPA,White grouper
FIORITAL SPA,White grunt
FIORITAL SPA,White hake
FIORITAL SPA,White margate
FIORITAL SPA,White mullet
FIORITAL SPA,White sardinella
FIORITAL SPA,White trevally
FIORITAL SPA,White-blotched grouper
FIORITAL SPA,White-edged lyretail
FIORITAL SPA,Whitehead's round herring
FIORITAL SPA,Whitespotted conger
FIORITAL SPA,Whitetongue jack
FIORITAL SPA,Whiting
FIORITAL SPA,Widow rockfish
FIORITAL SPA,Winter flounder
FIORITAL SPA,Witch flounder
FIORITAL SPA,Yellow goatfish
FIORITAL SPA,Yellow jack
FIORITAL SPA,Yellow snapper
FIORITAL SPA,Yellow-edged lyretail
FIORITAL SPA,Yellow-eye mullet
FIORITAL SPA,Yellowedge grouper
FIORITAL SPA,Yellowfin goatfish
FIORITAL SPA,Yellowfin grouper
FIORITAL SPA,Yellowfin hind
FIORITAL SPA,Yellowfin sole
FIORITAL SPA,Yellowfin tuna
FIORITAL SPA,Yellowmouth grouper
FIORITAL SPA,Yellowspotted trevally
FIORITAL SPA,Yellowstripe goatfish
FIORITAL SPA,Yellowstripe scad
FIORITAL SPA,Yellowstriped goatfish
FIORITAL SPA,Yellowtail amberjack
FIORITAL SPA,Yellowtail blue snapper
FIORITAL SPA,Yellowtail flounder
FIORITAL SPA,Yellowtail horse mackerel
FIORITAL SPA,Yellowtail rockfish
FIORITAL SPA,Yellowtail scad
FIORITAL SPA,Yellowtail snapper
FISHECUADOR,Albacore
FISHECUADOR,Atlantic Spanish mackerel
FISHECUADOR,Atlantic bluefin tuna
FISHECUADOR,Atlantic bonito
FISHECUADOR,Atlantic chub mackerel
FISHECUADOR,Atlantic mackerel
FISHECUADOR,Australian bonito
FISHECUADOR,Bigeye tuna
FISHECUADOR,Black skipjack
FISHECUADOR,Blackfin tuna
FISHECUADOR,Blue mackerel
FISHECUADOR,Broad-barred king mackerel
FISHECUADOR,Bullet tuna
FISHECUADOR,Cero
FISHECUADOR,Dogtooth tuna
FISHECUADOR,Double-lined mackerel
FISHECUADOR,Eastern Pacific bonito
FISHECUADOR,Frigate tuna
FISHECUADOR,Indian mackerel
FISHECUADOR,Indo-Pacific king mackerel
FISHECUADOR,Japanese Spanish mackerel
FISHECUADOR,Kawakawa
FISHECUADOR,King mackerel
FISHECUADOR,Little tunny(=Atl.black skipj)
FISHECUADOR,Longtail tuna
FISHECUADOR,Mackerels nei
FISHECUADOR,Narrow-barred Spanish mackerel
FISHECUADOR,Pacific bluefin tuna
FISHECUADOR,Pacific chub mackerel
FISHECUADOR,Pacific sierra
FISHECUADOR,Plain bonito
FISHECUADOR,Serra Spanish mackerel
FISHECUADOR,Short mackerel
FISHECUADOR,Skipjack tuna
FISHECUADOR,Slender tuna
FISHECUADOR,Southern bluefin tuna
FISHECUADOR,Striped bonito
FISHECUADOR,Wahoo
FISHECUADOR,West African Spanish mackerel
FISHECUADOR,Yellowfin tuna
FLORIDIENNE,American sea scallop
FOR GROUP,Acadian redfish
FOR GROUP,Alaska pollock(=Walleye poll.)
FOR GROUP,Atlantic cod
FOR GROUP,Atlantic herring
FOR GROUP,Atlantic mackerel
FOR GROUP,Atlantic redfishes nei
FOR GROUP,Beaked redfish
FOR GROUP,Black rockfish
FOR GROUP,Blue ling
FOR GROUP,Blue whiting(=Poutassou)
FOR GROUP,Bocaccio rockfish
FOR GROUP,Brazilian codling
FOR GROUP,Burbot
FOR GROUP,Canary rockfish
FOR GROUP,Capelin
FOR GROUP,Chilipepper rockfish
FOR GROUP,Darkblotched rockfish
FOR GROUP,European plaice
FOR GROUP,Forkbeard
FOR GROUP,Fourbeard rockling
FOR GROUP,Golden redfish
FOR GROUP,Greater forkbeard
FOR GROUP,Greenland cod
FOR GROUP,Greenland halibut
FOR GROUP,Haddock
FOR GROUP,Ling
FOR GROUP,Navaga(=Wachna cod)
FOR GROUP,Norway pout
FOR GROUP,Norway redfish
FOR GROUP,Pacific cod
FOR GROUP,Pacific ocean perch
FOR GROUP,Pacific tomcod
FOR GROUP,Patagonian redfish
FOR GROUP,Polar cod
FOR GROUP,Pollack
FOR GROUP,Poor cod
FOR GROUP,Pouting(=Bib)
FOR GROUP,Red hake
FOR GROUP,Saffron cod
FOR GROUP,Saithe(=Pollock)
FOR GROUP,Southern blue whiting
FOR GROUP,Spanish ling
FOR GROUP,Threadfin rockling
FOR GROUP,Tusk(=Cusk)
FOR GROUP,White hake
FOR GROUP,Whiting
FOR GROUP,Widow rockfish
FOR GROUP,Yellowtail rockfish
FRABELLE GROUP,Amberstripe scad
FRABELLE GROUP,Indian scad
FRABELLE GROUP,Japanese scad
FRABELLE GROUP,Mackerel scad
FRABELLE GROUP,Round scad
FRABELLE GROUP,Scads nei
FRABELLE GROUP,Shortfin scad
FRABELLE GROUP,Skipjack tuna
FRABELLE GROUP,Yellowfin tuna
FRINSA DEL NOROESTE,Alaska pollock(=Walleye poll.)
FRINSA DEL NOROESTE,Albacore
FRINSA DEL NOROESTE,American sea scallop
FRINSA DEL NOROESTE,Atlantic Spanish mackerel
FRINSA DEL NOROESTE,Atlantic bluefin tuna
FRINSA DEL NOROESTE,Atlantic bonito
FRINSA DEL NOROESTE,Atlantic chub mackerel
FRINSA DEL NOROESTE,Atlantic cod
FRINSA DEL NOROESTE,Atlantic mackerel
FRINSA DEL NOROESTE,Australian bonito
FRINSA DEL NOROESTE,Bigeye tuna
FRINSA DEL NOROESTE,Black skipjack
FRINSA DEL NOROESTE,Blackfin tuna
FRINSA DEL NOROESTE,Blue ling
FRINSA DEL NOROESTE,Blue mackerel
FRINSA DEL NOROESTE,Blue whiting(=Poutassou)
FRINSA DEL NOROESTE,Brazilian codling
FRINSA DEL NOROESTE,Broad-barred king mackerel
FRINSA DEL NOROESTE,Bullet tuna
FRINSA DEL NOROESTE,Burbot
FRINSA DEL NOROESTE,Cero
FRINSA DEL NOROESTE,Dogtooth tuna
FRINSA DEL NOROESTE,Double-lined mackerel
FRINSA DEL NOROESTE,Eastern Pacific bonito
FRINSA DEL NOROESTE,European pilchard(=Sardine)
FRINSA DEL NOROESTE,Forkbeard
FRINSA DEL NOROESTE,Fourbeard rockling
FRINSA DEL NOROESTE,Frigate tuna
FRINSA DEL NOROESTE,Greater forkbeard
FRINSA DEL NOROESTE,Greenland cod
FRINSA DEL NOROESTE,Haddock
FRINSA DEL NOROESTE,Horned octopus
FRINSA DEL NOROESTE,Indian mackerel
FRINSA DEL NOROESTE,Indo-Pacific king mackerel
FRINSA DEL NOROESTE,Japanese Spanish mackerel
FRINSA DEL NOROESTE,Kawakawa
FRINSA DEL NOROESTE,King mackerel
FRINSA DEL NOROESTE,Ling
FRINSA DEL NOROESTE,Little tunny(=Atl.black skipj)
FRINSA DEL NOROESTE,Longtail tuna
FRINSA DEL NOROESTE,Mackerels nei
FRINSA DEL NOROESTE,Narrow-barred Spanish mackerel
FRINSA DEL NOROESTE,Navaga(=Wachna cod)
FRINSA DEL NOROESTE,Norway pout
FRINSA DEL NOROESTE,Pacific bluefin tuna
FRINSA DEL NOROESTE,Pacific chub mackerel
FRINSA DEL NOROESTE,Pacific cod
FRINSA DEL NOROESTE,Pacific sierra
FRINSA DEL NOROESTE,Pacific tomcod
FRINSA DEL NOROESTE,Plain bonito
FRINSA DEL NOROESTE,Polar cod
FRINSA DEL NOROESTE,Pollack
FRINSA DEL NOROESTE,Poor cod
FRINSA DEL NOROESTE,Pouting(=Bib)
FRINSA DEL NOROESTE,Red hake
FRINSA DEL NOROESTE,Saffron cod
FRINSA DEL NOROESTE,Saithe(=Pollock)
FRINSA DEL NOROESTE,Serra Spanish mackerel
FRINSA DEL NOROESTE,Short mackerel
FRINSA DEL NOROESTE,Skipjack tuna
FRINSA DEL NOROESTE,Slender tuna
FRINSA DEL NOROESTE,Southern blue whiting
FRINSA DEL NOROESTE,Southern bluefin tuna
FRINSA DEL NOROESTE,Spanish ling
FRINSA DEL NOROESTE,Striped bonito
FRINSA DEL NOROESTE,Threadfin rockling
FRINSA DEL NOROESTE,Tusk(=Cusk)
FRINSA DEL NOROESTE,Wahoo
FRINSA DEL NOROESTE,West African Spanish mackerel
FRINSA DEL NOROESTE,White hake
FRINSA DEL NOROESTE,Whiting
FRINSA DEL NOROESTE,Yellowfin tuna
FUHUANG GROUP,Japanese anchovy
FUJIAN MINWEI INDUSTRY CO LTD,African forktail snapper
FUJIAN MINWEI INDUSTRY CO LTD,Alaska pollock(=Walleye poll.)
FUJIAN MINWEI INDUSTRY CO LTD,Atlantic cod
FUJIAN MINWEI INDUSTRY CO LTD,Atlantic sailfish
FUJIAN MINWEI INDUSTRY CO LTD,Atlantic white marlin
FUJIAN MINWEI INDUSTRY CO LTD,Black and white snapper
FUJIAN MINWEI INDUSTRY CO LTD,Black marlin
FUJIAN MINWEI INDUSTRY CO LTD,Blacktail snapper
FUJIAN MINWEI INDUSTRY CO LTD,Blue ling
FUJIAN MINWEI INDUSTRY CO LTD,Blue marlin
FUJIAN MINWEI INDUSTRY CO LTD,Blue whiting(=Poutassou)
FUJIAN MINWEI INDUSTRY CO LTD,Brazilian codling
FUJIAN MINWEI INDUSTRY CO LTD,Burbot
FUJIAN MINWEI INDUSTRY CO LTD,Cardinal snapper
FUJIAN MINWEI INDUSTRY CO LTD,Cocoa snapper
FUJIAN MINWEI INDUSTRY CO LTD,Common bluestripe snapper
FUJIAN MINWEI INDUSTRY CO LTD,Crimson jobfish
FUJIAN MINWEI INDUSTRY CO LTD,Crimson snapper
FUJIAN MINWEI INDUSTRY CO LTD,Deep-water red snapper
FUJIAN MINWEI INDUSTRY CO LTD,Deepwater longtail red snapper
FUJIAN MINWEI INDUSTRY CO LTD,Dog snapper
FUJIAN MINWEI INDUSTRY CO LTD,Dory snapper
FUJIAN MINWEI INDUSTRY CO LTD,Emperor red snapper
FUJIAN MINWEI INDUSTRY CO LTD,Five-lined snapper
FUJIAN MINWEI INDUSTRY CO LTD,Forkbeard
FUJIAN MINWEI INDUSTRY CO LTD,Fourbeard rockling
FUJIAN MINWEI INDUSTRY CO LTD,Goldbanded jobfish
FUJIAN MINWEI INDUSTRY CO LTD,Golden eye jobfish
FUJIAN MINWEI INDUSTRY CO LTD,Goldflag jobfish
FUJIAN MINWEI INDUSTRY CO LTD,Greater forkbeard
FUJIAN MINWEI INDUSTRY CO LTD,Green jobfish
FUJIAN MINWEI INDUSTRY CO LTD,Greenland cod
FUJIAN MINWEI INDUSTRY CO LTD,Grey snapper
FUJIAN MINWEI INDUSTRY CO LTD,Haddock
FUJIAN MINWEI INDUSTRY CO LTD,Humpback red snapper
FUJIAN MINWEI INDUSTRY CO LTD,Indo-Pacific sailfish
FUJIAN MINWEI INDUSTRY CO LTD,John's snapper
FUJIAN MINWEI INDUSTRY CO LTD,Lane snapper
FUJIAN MINWEI INDUSTRY CO LTD,Lavender jobfish
FUJIAN MINWEI INDUSTRY CO LTD,Ling
FUJIAN MINWEI INDUSTRY CO LTD,Longbill spearfish
FUJIAN MINWEI INDUSTRY CO LTD,Malabar blood snapper
FUJIAN MINWEI INDUSTRY CO LTD,Mangrove red snapper
FUJIAN MINWEI INDUSTRY CO LTD,"Marlins,sailfishes,etc. nei"
FUJIAN MINWEI INDUSTRY CO LTD,Mediterranean spearfish
FUJIAN MINWEI INDUSTRY CO LTD,Mexican barred snapper
FUJIAN MINWEI INDUSTRY CO LTD,Mutton snapper
FUJIAN MINWEI INDUSTRY CO LTD,Navaga(=Wachna cod)
FUJIAN MINWEI INDUSTRY CO LTD,Northern red snapper
FUJIAN MINWEI INDUSTRY CO LTD,Norway pout
FUJIAN MINWEI INDUSTRY CO LTD,Oblique-banded snapper
FUJIAN MINWEI INDUSTRY CO LTD,One-spot snapper
FUJIAN MINWEI INDUSTRY CO LTD,Ornate jobfish
FUJIAN MINWEI INDUSTRY CO LTD,Pacific cod
FUJIAN MINWEI INDUSTRY CO LTD,Pacific red snapper
FUJIAN MINWEI INDUSTRY CO LTD,Pacific tomcod
FUJIAN MINWEI INDUSTRY CO LTD,Polar cod
FUJIAN MINWEI INDUSTRY CO LTD,Pollack
FUJIAN MINWEI INDUSTRY CO LTD,Poor cod
FUJIAN MINWEI INDUSTRY CO LTD,Pouting(=Bib)
FUJIAN MINWEI INDUSTRY CO LTD,Queen snapper
FUJIAN MINWEI INDUSTRY CO LTD,Red hake
FUJIAN MINWEI INDUSTRY CO LTD,Rusty jobfish
FUJIAN MINWEI INDUSTRY CO LTD,Saddle-back snapper
FUJIAN MINWEI INDUSTRY CO LTD,Saffron cod
FUJIAN MINWEI INDUSTRY CO LTD,Sailfin snapper
FUJIAN MINWEI INDUSTRY CO LTD,Saithe(=Pollock)
FUJIAN MINWEI INDUSTRY CO LTD,Schoolmaster snapper
FUJIAN MINWEI INDUSTRY CO LTD,Shortbill spearfish
FUJIAN MINWEI INDUSTRY CO LTD,Silk snapper
FUJIAN MINWEI INDUSTRY CO LTD,Small toothed jobfish
FUJIAN MINWEI INDUSTRY CO LTD,"Snappers, jobfishes nei"
FUJIAN MINWEI INDUSTRY CO LTD,Southern blue whiting
FUJIAN MINWEI INDUSTRY CO LTD,Southern red snapper
