SPECIES_NAME,METRIC_NAME,VALUE
Acadian redfish,FishSource Score: Current Stock Health,10
Acadian redfish,FishSource Score: Fishers Compliance,10
Acadian redfish,FishSource Score: Future Stock Health,7
Acadian redfish,FishSource Score: Management Quality,6.5
Acadian redfish,FishSource Score: Managers Compliance,10
Acute-jawed mullet,Artisanal Catch (Tonnes),0.0412768718
Acute-jawed mullet,Landings Catch (Tonnes),18.254283472
Acute-jawed mullet,Recreational Catch (Tonnes),18.2130066
Acute-jawed mullet,Reported Catch (Tonnes),0.0412768718
Acute-jawed mullet,Unreported Catch (Tonnes),18.2130066
Acute-jawed mullet,small scale Catch (Tonnes),18.254283472
Adriatic sole,Discards Catch (Tonnes),1.305839793
Adriatic sole,Industrial Catch (Tonnes),1.305839793
Adriatic sole,Unreported Catch (Tonnes),1.305839793
Adriatic sole,bottom trawl Catch (Tonnes),1.305839793
African forktail snapper,Artisanal Catch (Tonnes),296.029216884
African forktail snapper,Industrial Catch (Tonnes),13.573171686
African forktail snapper,Landings Catch (Tonnes),368.14634667
African forktail snapper,Reported Catch (Tonnes),235.351280718
African forktail snapper,Subsistence Catch (Tonnes),58.5439581
African forktail snapper,Unreported Catch (Tonnes),132.795065952
African forktail snapper,bottom trawl Catch (Tonnes),0.222453968
African forktail snapper,longline Catch (Tonnes),13.350717718
African forktail snapper,small scale Catch (Tonnes),354.573174984
African moonfish,Artisanal Catch (Tonnes),4524.461063058
African moonfish,Discards Catch (Tonnes),11.370552245
African moonfish,Industrial Catch (Tonnes),2380.407111134
African moonfish,Landings Catch (Tonnes),8438.59186804
African moonfish,Reported Catch (Tonnes),5872.045035653
African moonfish,Subsistence Catch (Tonnes),1545.094246093
African moonfish,Unreported Catch (Tonnes),2577.917384632
African moonfish,bottom trawl Catch (Tonnes),676.018707128
African moonfish,purse seine Catch (Tonnes),167.533164756
African moonfish,small scale Catch (Tonnes),7450.078739741
African moonfish,unknown Catch (Tonnes),156.33180866
African pompano,Artisanal Catch (Tonnes),593.668378572
African pompano,Discards Catch (Tonnes),45.931196962
African pompano,Industrial Catch (Tonnes),69.380629418
African pompano,Landings Catch (Tonnes),950.776529758
African pompano,Recreational Catch (Tonnes),323.952487521
African pompano,Reported Catch (Tonnes),583.995531188
African pompano,Subsistence Catch (Tonnes),9.706231209
African pompano,Unreported Catch (Tonnes),412.712195533
African pompano,bottom trawl Catch (Tonnes),23.449432456
African pompano,gillnets Catch (Tonnes),8.04542e-07
African pompano,longline Catch (Tonnes),5.967001483
African pompano,other Catch (Tonnes),0.4019218224
African pompano,small scale Catch (Tonnes),597.506325103
African pompano,unknown Catch (Tonnes),369.383045052
African striped grunt,Artisanal Catch (Tonnes),4.7401436
African striped grunt,Discards Catch (Tonnes),0.3091398
African striped grunt,Industrial Catch (Tonnes),1.4941757
African striped grunt,Landings Catch (Tonnes),5.9251795
African striped grunt,Reported Catch (Tonnes),5.15233
African striped grunt,Unreported Catch (Tonnes),1.0819893
African striped grunt,bottom trawl Catch (Tonnes),1.4941757
African striped grunt,small scale Catch (Tonnes),4.7401436
Alaska pollock(=Walleye poll.),FishSource Score: Current Stock Health,8.584615385
Alaska pollock(=Walleye poll.),FishSource Score: Fishers Compliance,9.282051282
Alaska pollock(=Walleye poll.),FishSource Score: Future Stock Health,9.194871795
Alaska pollock(=Walleye poll.),FishSource Score: Management Quality,8.020512821
Alaska pollock(=Walleye poll.),FishSource Score: Managers Compliance,9.697435897
Albacore,Artisanal Catch (Tonnes),37978.975785065
Albacore,Discards Catch (Tonnes),180.740850218
Albacore,FishSource Score: Current Stock Health,8.763049853
Albacore,FishSource Score: Fishers Compliance,7.818181818
Albacore,FishSource Score: Future Stock Health,9.543108504
Albacore,FishSource Score: Management Quality,6.627565982
Albacore,FishSource Score: Managers Compliance,8.275659824
Albacore,Industrial Catch (Tonnes),98796.526632969
Albacore,Landings Catch (Tonnes),138842.563165318
Albacore,Recreational Catch (Tonnes),1698.978571888
Albacore,Reported Catch (Tonnes),136331.843172041
Albacore,Subsistence Catch (Tonnes),548.823025614
Albacore,Unreported Catch (Tonnes),2691.460843495
Albacore,bottom trawl Catch (Tonnes),1639.670014511
Albacore,gillnets Catch (Tonnes),4.621032018
Albacore,longline Catch (Tonnes),94065.730525893
Albacore,other Catch (Tonnes),518.901669252
Albacore,purse seine Catch (Tonnes),2495.868907971
Albacore,small scale Catch (Tonnes),39912.680460539
Albacore,unknown Catch (Tonnes),385.831405352
Alewife,Artisanal Catch (Tonnes),102.356135348
Alewife,Industrial Catch (Tonnes),2205
Alewife,Landings Catch (Tonnes),2805.206529616
Alewife,Recreational Catch (Tonnes),3.670931268
Alewife,Reported Catch (Tonnes),2205.250382831
Alewife,Subsistence Catch (Tonnes),494.179463
Alewife,Unreported Catch (Tonnes),599.956146785
Alewife,gillnets Catch (Tonnes),0.7039242354
Alewife,other Catch (Tonnes),100.229987443
Alewife,purse seine Catch (Tonnes),2205
Alewife,small scale Catch (Tonnes),495.60168667
Alewife,unknown Catch (Tonnes),3.670931268
Alexandria pompano,Artisanal Catch (Tonnes),7612.617438148
Alexandria pompano,Discards Catch (Tonnes),5.022015327
Alexandria pompano,Industrial Catch (Tonnes),5676.70860986
Alexandria pompano,Landings Catch (Tonnes),13400.467120721
Alexandria pompano,Recreational Catch (Tonnes),18.274225504
Alexandria pompano,Reported Catch (Tonnes),7838.944531744
Alexandria pompano,Subsistence Catch (Tonnes),97.888862536
Alexandria pompano,Unreported Catch (Tonnes),5566.544604304
Alexandria pompano,bottom trawl Catch (Tonnes),3480.978869279
Alexandria pompano,small scale Catch (Tonnes),9719.694777642
Alexandria pompano,unknown Catch (Tonnes),204.815489127
Allis shad,Artisanal Catch (Tonnes),7.725923861
Allis shad,Industrial Catch (Tonnes),13.283974296
Allis shad,Landings Catch (Tonnes),21.009898157
Allis shad,Reported Catch (Tonnes),20.385875031
Allis shad,Unreported Catch (Tonnes),0.624023126
Allis shad,bottom trawl Catch (Tonnes),5.465551078
Allis shad,other Catch (Tonnes),2.70541347
Allis shad,purse seine Catch (Tonnes),6.393553007
Allis shad,small scale Catch (Tonnes),3.002634973
Allis shad,unknown Catch (Tonnes),3.442745628
Amberstripe scad,Landings Catch (Tonnes),0.009182522
Amberstripe scad,Recreational Catch (Tonnes),0.009182522
Amberstripe scad,Unreported Catch (Tonnes),0.009182522
Amberstripe scad,small scale Catch (Tonnes),0.009182522
Amer. plaice(=Long rough dab),Artisanal Catch (Tonnes),1072.940540475
Amer. plaice(=Long rough dab),Discards Catch (Tonnes),2391.352001315
Amer. plaice(=Long rough dab),Industrial Catch (Tonnes),7202.282420553
Amer. plaice(=Long rough dab),Landings Catch (Tonnes),5883.870959712
Amer. plaice(=Long rough dab),Reported Catch (Tonnes),5622.295206559
Amer. plaice(=Long rough dab),Unreported Catch (Tonnes),2652.927754469
Amer. plaice(=Long rough dab),bottom trawl Catch (Tonnes),2415.305038443
Amer. plaice(=Long rough dab),gillnets Catch (Tonnes),174.57006593
Amer. plaice(=Long rough dab),longline Catch (Tonnes),2.995720581
Amer. plaice(=Long rough dab),other Catch (Tonnes),756.58715372
Amer. plaice(=Long rough dab),purse seine Catch (Tonnes),1.861339774
Amer. plaice(=Long rough dab),small scale Catch (Tonnes),153.935002377
Amer. plaice(=Long rough dab),unknown Catch (Tonnes),4769.968640203
American angler,Artisanal Catch (Tonnes),0.467938087
American angler,Industrial Catch (Tonnes),0.5320619122
American angler,Landings Catch (Tonnes),70.581890549
American angler,Recreational Catch (Tonnes),69.58189055
American angler,Reported Catch (Tonnes),0.9999999992
American angler,Unreported Catch (Tonnes),69.58189055
American angler,bottom trawl Catch (Tonnes),0.5320619122
American angler,small scale Catch (Tonnes),0.467938087
American angler,unknown Catch (Tonnes),69.58189055
American conger,Landings Catch (Tonnes),13.88074053
American conger,Recreational Catch (Tonnes),13.88074053
American conger,Unreported Catch (Tonnes),13.88074053
American conger,unknown Catch (Tonnes),13.88074053
American eel,Artisanal Catch (Tonnes),127.360633953
American eel,Industrial Catch (Tonnes),226.160601263
American eel,Landings Catch (Tonnes),445.047869976
American eel,Recreational Catch (Tonnes),91.52663476
American eel,Reported Catch (Tonnes),325.708388468
American eel,Unreported Catch (Tonnes),119.339481508
American eel,bottom trawl Catch (Tonnes),0.16004595
American eel,gillnets Catch (Tonnes),0.06575581576
American eel,longline Catch (Tonnes),0.3486746546
American eel,other Catch (Tonnes),125.732937153
American eel,purse seine Catch (Tonnes),226
American eel,small scale Catch (Tonnes),1.213821642
American eel,unknown Catch (Tonnes),91.52663476
American gizzard shad,Artisanal Catch (Tonnes),2129.09216224
American gizzard shad,Industrial Catch (Tonnes),486.457603674
American gizzard shad,Landings Catch (Tonnes),2616.459739145
American gizzard shad,Recreational Catch (Tonnes),0.909973231
American gizzard shad,Reported Catch (Tonnes),2469.069992816
American gizzard shad,Unreported Catch (Tonnes),147.389746329
American gizzard shad,gillnets Catch (Tonnes),358.176174515
American gizzard shad,longline Catch (Tonnes),24.68920037
American gizzard shad,other Catch (Tonnes),1722.905594784
American gizzard shad,purse seine Catch (Tonnes),497.70721996
American gizzard shad,small scale Catch (Tonnes),11.804203665
American gizzard shad,unknown Catch (Tonnes),1.177345851
American lobster,Artisanal Catch (Tonnes),73314.838368051
American lobster,FishSource Score: Current Stock Health,5.944827586
American lobster,FishSource Score: Fishers Compliance,6.708571429
American lobster,FishSource Score: Future Stock Health,7.472413793
American lobster,FishSource Score: Management Quality,5.875862069
American lobster,FishSource Score: Managers Compliance,6.971428571
American lobster,Industrial Catch (Tonnes),109349.609465317
American lobster,Landings Catch (Tonnes),183555.073076058
American lobster,Recreational Catch (Tonnes),34.74076419
American lobster,Reported Catch (Tonnes),164524.882882639
American lobster,Subsistence Catch (Tonnes),855.8844785
American lobster,Unreported Catch (Tonnes),19030.190193419
American lobster,bottom trawl Catch (Tonnes),219.22118976
American lobster,gillnets Catch (Tonnes),71.017897481
American lobster,longline Catch (Tonnes),39.725650458
American lobster,other Catch (Tonnes),182307.483095664
American lobster,small scale Catch (Tonnes),903.802538276
American lobster,unknown Catch (Tonnes),13.822704419
American sea scallop,Artisanal Catch (Tonnes),123971.522085486
American sea scallop,Discards Catch (Tonnes),42018.83919
American sea scallop,FishSource Score: Current Stock Health,5.465116279
American sea scallop,FishSource Score: Fishers Compliance,8.604651163
American sea scallop,FishSource Score: Future Stock Health,6.066666667
American sea scallop,FishSource Score: Management Quality,6
American sea scallop,FishSource Score: Managers Compliance,6.093023256
American sea scallop,Industrial Catch (Tonnes),208077.804339154
American sea scallop,Landings Catch (Tonnes),290030.48723464
American sea scallop,Reported Catch (Tonnes),274081.403253964
American sea scallop,Unreported Catch (Tonnes),57967.923170676
American sea scallop,bottom trawl Catch (Tonnes),7499.324953854
American sea scallop,gillnets Catch (Tonnes),180.742003774
American sea scallop,longline Catch (Tonnes),261.37504878
American sea scallop,other Catch (Tonnes),324074.884418226
American sea scallop,small scale Catch (Tonnes),16.105583494
American sea scallop,unknown Catch (Tonnes),16.894416512
American shad,Artisanal Catch (Tonnes),150.890010761
American shad,Discards Catch (Tonnes),0.7972196
American shad,Industrial Catch (Tonnes),206.437394803
American shad,Landings Catch (Tonnes),401.62878804
American shad,Recreational Catch (Tonnes),45.098602076
American shad,Reported Catch (Tonnes),331.443303118
American shad,Unreported Catch (Tonnes),70.982704522
American shad,bottom trawl Catch (Tonnes),173.901483623
American shad,gillnets Catch (Tonnes),70.909329159
American shad,longline Catch (Tonnes),0.0649443844
American shad,other Catch (Tonnes),69.516514924
American shad,pelagic trawl Catch (Tonnes),32.535176096
American shad,small scale Catch (Tonnes),11.229266454
American shad,unknown Catch (Tonnes),44.269293
Anchoveta(=Peruvian anchovy),Artisanal Catch (Tonnes),912271.18472466
Anchoveta(=Peruvian anchovy),Discards Catch (Tonnes),259876
Anchoveta(=Peruvian anchovy),FishSource Score: Current Stock Health,7.85620915
Anchoveta(=Peruvian anchovy),FishSource Score: Fishers Compliance,7.816993464
Anchoveta(=Peruvian anchovy),FishSource Score: Future Stock Health,7.977777778
Anchoveta(=Peruvian anchovy),FishSource Score: Management Quality,5.31372549
Anchoveta(=Peruvian anchovy),FishSource Score: Managers Compliance,4.202614379
Anchoveta(=Peruvian anchovy),Industrial Catch (Tonnes),6451300.22543489
Anchoveta(=Peruvian anchovy),Landings Catch (Tonnes),7103695.41015955
Anchoveta(=Peruvian anchovy),Reported Catch (Tonnes),6789152.1696696
Anchoveta(=Peruvian anchovy),Unreported Catch (Tonnes),574419.240489947
Anchoveta(=Peruvian anchovy),purse seine Catch (Tonnes),6475568.24048995
Anchoveta(=Peruvian anchovy),small scale Catch (Tonnes),888003.1696696
"Anchovies, etc. nei",Artisanal Catch (Tonnes),153837.719822855
"Anchovies, etc. nei",Discards Catch (Tonnes),11266.680236457
"Anchovies, etc. nei",Industrial Catch (Tonnes),859997.133799809
"Anchovies, etc. nei",Landings Catch (Tonnes),1062438.28519898
"Anchovies, etc. nei",Recreational Catch (Tonnes),61.48757064
"Anchovies, etc. nei",Reported Catch (Tonnes),418801.653062604
"Anchovies, etc. nei",Subsistence Catch (Tonnes),59808.624242129
"Anchovies, etc. nei",Unreported Catch (Tonnes),654903.312372829
"Anchovies, etc. nei",bottom trawl Catch (Tonnes),136976.28061918
"Anchovies, etc. nei",gillnets Catch (Tonnes),544.670247977
"Anchovies, etc. nei",other Catch (Tonnes),65289.859299254
"Anchovies, etc. nei",pelagic trawl Catch (Tonnes),886.791100863
"Anchovies, etc. nei",purse seine Catch (Tonnes),645561.199425254
"Anchovies, etc. nei",small scale Catch (Tonnes),213665.87270015
"Anchovies, etc. nei",unknown Catch (Tonnes),10780.292042755
Angler(=Monk),Artisanal Catch (Tonnes),634.95534458
Angler(=Monk),Discards Catch (Tonnes),1244.766233582
Angler(=Monk),FishSource Score: Current Stock Health,6
Angler(=Monk),FishSource Score: Fishers Compliance,9.866666667
Angler(=Monk),FishSource Score: Future Stock Health,6
Angler(=Monk),FishSource Score: Management Quality,5.066666667
Angler(=Monk),FishSource Score: Managers Compliance,7.8
Angler(=Monk),Industrial Catch (Tonnes),7349.142656713
Angler(=Monk),Landings Catch (Tonnes),6813.931911025
Angler(=Monk),Reported Catch (Tonnes),6522.466022067
Angler(=Monk),Subsistence Catch (Tonnes),74.600143315
Angler(=Monk),Unreported Catch (Tonnes),1536.23212254
Angler(=Monk),bottom trawl Catch (Tonnes),4352.474543753
Angler(=Monk),gillnets Catch (Tonnes),555.276235072
Angler(=Monk),longline Catch (Tonnes),46.87049271
Angler(=Monk),other Catch (Tonnes),1212.029499654
Angler(=Monk),purse seine Catch (Tonnes),334.720165651
Angler(=Monk),small scale Catch (Tonnes),696.958980429
Angler(=Monk),unknown Catch (Tonnes),860.368227339
Anglerfishes nei,Artisanal Catch (Tonnes),13249.470769319
Anglerfishes nei,Discards Catch (Tonnes),160.580179544
Anglerfishes nei,Industrial Catch (Tonnes),36000.365227234
Anglerfishes nei,Landings Catch (Tonnes),49090.230897439
Anglerfishes nei,Recreational Catch (Tonnes),0.470013627
Anglerfishes nei,Reported Catch (Tonnes),47610.322417891
Anglerfishes nei,Subsistence Catch (Tonnes),0.505066803
Anglerfishes nei,Unreported Catch (Tonnes),1640.488659092
Anglerfishes nei,bottom trawl Catch (Tonnes),6471.333204156
Anglerfishes nei,gillnets Catch (Tonnes),3753.858044344
Anglerfishes nei,longline Catch (Tonnes),26.808322448
Anglerfishes nei,other Catch (Tonnes),16721.652695679
Anglerfishes nei,pelagic trawl Catch (Tonnes),0.8800280269
Anglerfishes nei,purse seine Catch (Tonnes),0.01323151752
Anglerfishes nei,small scale Catch (Tonnes),3137.58595435
Anglerfishes nei,unknown Catch (Tonnes),19138.679596462
Antarctic krill,FishSource Score: Current Stock Health,8
Antarctic krill,FishSource Score: Fishers Compliance,10
Antarctic krill,FishSource Score: Future Stock Health,8
Antarctic krill,FishSource Score: Management Quality,6
Antarctic krill,FishSource Score: Managers Compliance,8
Antarctic krill,Industrial Catch (Tonnes),161051.0000135
Antarctic krill,Landings Catch (Tonnes),161051.0000135
Antarctic krill,Reported Catch (Tonnes),161051.0000135
Antarctic krill,pelagic trawl Catch (Tonnes),161051.0000135
"Antarctic rockcods, noties nei",Artisanal Catch (Tonnes),11.303195099
"Antarctic rockcods, noties nei",Discards Catch (Tonnes),560.32136984
"Antarctic rockcods, noties nei",Industrial Catch (Tonnes),3362.748975951
"Antarctic rockcods, noties nei",Landings Catch (Tonnes),2813.730801211
"Antarctic rockcods, noties nei",Reported Catch (Tonnes),2813.67390485
"Antarctic rockcods, noties nei",Unreported Catch (Tonnes),560.3782662
"Antarctic rockcods, noties nei",bottom trawl Catch (Tonnes),78.579780781
"Antarctic rockcods, noties nei",longline Catch (Tonnes),0.6903043509
"Antarctic rockcods, noties nei",other Catch (Tonnes),0.02300122631
"Antarctic rockcods, noties nei",small scale Catch (Tonnes),11.303195099
"Antarctic rockcods, noties nei",unknown Catch (Tonnes),3283.455889593
Antarctic toothfish,Industrial Catch (Tonnes),99
Antarctic toothfish,Landings Catch (Tonnes),99
Antarctic toothfish,Reported Catch (Tonnes),99
Antarctic toothfish,longline Catch (Tonnes),99
Ara,Landings Catch (Tonnes),1070.670518
Ara,Recreational Catch (Tonnes),1070.670518
Ara,Unreported Catch (Tonnes),1070.670518
Ara,small scale Catch (Tonnes),1070.670518
Araucanian herring,Artisanal Catch (Tonnes),408618.90511512
Araucanian herring,FishSource Score: Current Stock Health,7.5
Araucanian herring,FishSource Score: Fishers Compliance,6
Araucanian herring,FishSource Score: Future Stock Health,9.1
Araucanian herring,FishSource Score: Management Quality,5
Araucanian herring,FishSource Score: Managers Compliance,5
Araucanian herring,Landings Catch (Tonnes),408618.90511512
Araucanian herring,Reported Catch (Tonnes),374075.8016016
Araucanian herring,Unreported Catch (Tonnes),34543.10351352
Araucanian herring,purse seine Catch (Tonnes),34543.10351352
Araucanian herring,small scale Catch (Tonnes),374075.8016016
Areolate grouper,Artisanal Catch (Tonnes),1448.737091779
Areolate grouper,Industrial Catch (Tonnes),38.67562504
Areolate grouper,Landings Catch (Tonnes),2285.188350693
Areolate grouper,Recreational Catch (Tonnes),2.195379684
Areolate grouper,Reported Catch (Tonnes),1195.999590074
Areolate grouper,Subsistence Catch (Tonnes),795.58025419
Areolate grouper,Unreported Catch (Tonnes),1089.188760619
Areolate grouper,bottom trawl Catch (Tonnes),23.973098635
Areolate grouper,longline Catch (Tonnes),0.2986
Areolate grouper,purse seine Catch (Tonnes),10.33869652
Areolate grouper,small scale Catch (Tonnes),2244.191926944
Areolate grouper,unknown Catch (Tonnes),6.386028594
Argentine anchovy,Discards Catch (Tonnes),956.3191337
Argentine anchovy,Industrial Catch (Tonnes),10718.292350007
Argentine anchovy,Landings Catch (Tonnes),9761.973216307
Argentine anchovy,Reported Catch (Tonnes),8754.950531046
Argentine anchovy,Unreported Catch (Tonnes),1963.341818961
Argentine anchovy,pelagic trawl Catch (Tonnes),6321.792910778
Argentine anchovy,purse seine Catch (Tonnes),28.999439229
Argentine anchovy,unknown Catch (Tonnes),4367.5
Argentine conger,Artisanal Catch (Tonnes),53.058800896
Argentine conger,Industrial Catch (Tonnes),108.950147833
Argentine conger,Landings Catch (Tonnes),162.85908109
Argentine conger,Reported Catch (Tonnes),146.000000001
Argentine conger,Subsistence Catch (Tonnes),0.850132361
Argentine conger,Unreported Catch (Tonnes),16.859081089
Argentine conger,bottom trawl Catch (Tonnes),51.988555566
Argentine conger,gillnets Catch (Tonnes),42.245725375
Argentine conger,longline Catch (Tonnes),2.362992548
Argentine conger,small scale Catch (Tonnes),51.908933257
Argentine conger,unknown Catch (Tonnes),14.352874344
Argentine goatfish,Artisanal Catch (Tonnes),42.180659467
Argentine goatfish,Industrial Catch (Tonnes),722.482712055
Argentine goatfish,Landings Catch (Tonnes),764.663371522
Argentine goatfish,Reported Catch (Tonnes),277.847539672
Argentine goatfish,Unreported Catch (Tonnes),486.81583185
Argentine goatfish,bottom trawl Catch (Tonnes),388.839469668
Argentine goatfish,gillnets Catch (Tonnes),315.969645444
Argentine goatfish,longline Catch (Tonnes),17.673596943
Argentine goatfish,small scale Catch (Tonnes),42.180659467
Argentine hake,Artisanal Catch (Tonnes),37.214467139
Argentine hake,Discards Catch (Tonnes),46636.483693
Argentine hake,FishSource Score: Current Stock Health,6
Argentine hake,FishSource Score: Future Stock Health,6
Argentine hake,FishSource Score: Management Quality,6
Argentine hake,FishSource Score: Managers Compliance,6
Argentine hake,Industrial Catch (Tonnes),462655.273348083
Argentine hake,Landings Catch (Tonnes),416056.967102265
Argentine hake,Reported Catch (Tonnes),317777.196944205
Argentine hake,Subsistence Catch (Tonnes),0.962980043
Argentine hake,Unreported Catch (Tonnes),144916.25385106
Argentine hake,bottom trawl Catch (Tonnes),326864.413348012
Argentine hake,small scale Catch (Tonnes),38.177447182
Argentine hake,unknown Catch (Tonnes),135790.860000071
Argentine menhaden,Artisanal Catch (Tonnes),482.49541962
Argentine menhaden,Industrial Catch (Tonnes),3656.913041801
Argentine menhaden,Landings Catch (Tonnes),4139.408461421
Argentine menhaden,Reported Catch (Tonnes),4139.408461421
Argentine menhaden,bottom trawl Catch (Tonnes),213.6182004
Argentine menhaden,gillnets Catch (Tonnes),173.585431132
Argentine menhaden,longline Catch (Tonnes),9.709410269
Argentine menhaden,purse seine Catch (Tonnes),3260
Argentine menhaden,small scale Catch (Tonnes),482.49541962
Argentine red shrimp,Artisanal Catch (Tonnes),181.688748704
Argentine red shrimp,Discards Catch (Tonnes),2233.893416
Argentine red shrimp,FishSource Score: Current Stock Health,6
Argentine red shrimp,FishSource Score: Fishers Compliance,6
Argentine red shrimp,FishSource Score: Management Quality,5
Argentine red shrimp,FishSource Score: Managers Compliance,6
Argentine red shrimp,Industrial Catch (Tonnes),328726.210734684
Argentine red shrimp,Landings Catch (Tonnes),326674.006067388
Argentine red shrimp,Reported Catch (Tonnes),255706
Argentine red shrimp,Unreported Catch (Tonnes),73201.899483388
Argentine red shrimp,bottom trawl Catch (Tonnes),201273.210734684
Argentine red shrimp,small scale Catch (Tonnes),181.688748704
Argentine red shrimp,unknown Catch (Tonnes),127453
Argentine seabass,Artisanal Catch (Tonnes),810.87859599
Argentine seabass,Discards Catch (Tonnes),64.87859599
Argentine seabass,Industrial Catch (Tonnes),2
Argentine seabass,Landings Catch (Tonnes),748
Argentine seabass,Reported Catch (Tonnes),748
Argentine seabass,Unreported Catch (Tonnes),64.87859599
Argentine seabass,longline Catch (Tonnes),2
Argentine seabass,small scale Catch (Tonnes),437.87859599
Argentine seabass,unknown Catch (Tonnes),373
Argentine shortfin squid,Artisanal Catch (Tonnes),0.01040234634
Argentine shortfin squid,Discards Catch (Tonnes),1076.5238746
Argentine shortfin squid,Industrial Catch (Tonnes),276612.863564344
Argentine shortfin squid,Landings Catch (Tonnes),275536.350092091
Argentine shortfin squid,Reported Catch (Tonnes),227781.453321352
Argentine shortfin squid,Unreported Catch (Tonnes),48831.420645338
Argentine shortfin squid,bottom trawl Catch (Tonnes),2415.721728411
Argentine shortfin squid,gillnets Catch (Tonnes),28.33373176
Argentine shortfin squid,longline Catch (Tonnes),155070.044742957
Argentine shortfin squid,small scale Catch (Tonnes),25723.981212844
Argentine shortfin squid,unknown Catch (Tonnes),93374.792550719
Arrowtooth flounder,Artisanal Catch (Tonnes),15162.820731718
Arrowtooth flounder,Discards Catch (Tonnes),1813.840264178
Arrowtooth flounder,FishSource Score: Current Stock Health,10
Arrowtooth flounder,FishSource Score: Fishers Compliance,10
Arrowtooth flounder,FishSource Score: Future Stock Health,10
Arrowtooth flounder,FishSource Score: Management Quality,8
Arrowtooth flounder,FishSource Score: Managers Compliance,8.666666667
Arrowtooth flounder,Industrial Catch (Tonnes),10759.560597531
Arrowtooth flounder,Landings Catch (Tonnes),24108.638698123
Arrowtooth flounder,Recreational Catch (Tonnes),0.097633052
Arrowtooth flounder,Reported Catch (Tonnes),24108.584448387
Arrowtooth flounder,Unreported Catch (Tonnes),1813.894513914
Arrowtooth flounder,bottom trawl Catch (Tonnes),10287.593792248
Arrowtooth flounder,longline Catch (Tonnes),214.437510524
Arrowtooth flounder,other Catch (Tonnes),4.142141944
Arrowtooth flounder,pelagic trawl Catch (Tonnes),249.618973063
Arrowtooth flounder,small scale Catch (Tonnes),15162.91836477
Arrowtooth flounder,unknown Catch (Tonnes),3.768179752
Atlantic Spanish mackerel,Artisanal Catch (Tonnes),15783.383197155
Atlantic Spanish mackerel,Discards Catch (Tonnes),1060.74311114
Atlantic Spanish mackerel,FishSource Score: Current Stock Health,10
Atlantic Spanish mackerel,FishSource Score: Fishers Compliance,10
Atlantic Spanish mackerel,FishSource Score: Future Stock Health,10
Atlantic Spanish mackerel,FishSource Score: Management Quality,6
Atlantic Spanish mackerel,FishSource Score: Managers Compliance,10
Atlantic Spanish mackerel,Industrial Catch (Tonnes),2987.05820805
Atlantic Spanish mackerel,Landings Catch (Tonnes),18611.389472505
Atlantic Spanish mackerel,Recreational Catch (Tonnes),901.69117844
Atlantic Spanish mackerel,Reported Catch (Tonnes),14308.953534608
Atlantic Spanish mackerel,Unreported Catch (Tonnes),5363.179049037
Atlantic Spanish mackerel,bottom trawl Catch (Tonnes),1020.774782569
Atlantic Spanish mackerel,gillnets Catch (Tonnes),1135.928811752
Atlantic Spanish mackerel,longline Catch (Tonnes),3504.925830674
Atlantic Spanish mackerel,other Catch (Tonnes),44.718935315
Atlantic Spanish mackerel,purse seine Catch (Tonnes),212.683979471
Atlantic Spanish mackerel,small scale Catch (Tonnes),12851.409065424
Atlantic Spanish mackerel,unknown Catch (Tonnes),901.69117844
Atlantic anchoveta,Artisanal Catch (Tonnes),459.443599261
Atlantic anchoveta,Industrial Catch (Tonnes),1743.054722722
Atlantic anchoveta,Landings Catch (Tonnes),2202.498321983
Atlantic anchoveta,Reported Catch (Tonnes),2183.360306706
Atlantic anchoveta,Unreported Catch (Tonnes),19.138015277
Atlantic anchoveta,purse seine Catch (Tonnes),1743.054722722
Atlantic anchoveta,small scale Catch (Tonnes),459.443599261
Atlantic bluefin tuna,Artisanal Catch (Tonnes),7513.796752369
Atlantic bluefin tuna,Discards Catch (Tonnes),26.063051317
Atlantic bluefin tuna,FishSource Score: Current Stock Health,7.333333333
Atlantic bluefin tuna,FishSource Score: Fishers Compliance,9.233333333
Atlantic bluefin tuna,FishSource Score: Future Stock Health,7.866666667
Atlantic bluefin tuna,FishSource Score: Management Quality,6
Atlantic bluefin tuna,FishSource Score: Managers Compliance,10
Atlantic bluefin tuna,Industrial Catch (Tonnes),26439.252475721
Atlantic bluefin tuna,Landings Catch (Tonnes),38744.786528794
Atlantic bluefin tuna,Recreational Catch (Tonnes),4739.90288438
Atlantic bluefin tuna,Reported Catch (Tonnes),33154.970977002
Atlantic bluefin tuna,Subsistence Catch (Tonnes),77.897467641
Atlantic bluefin tuna,Unreported Catch (Tonnes),5615.878603109
Atlantic bluefin tuna,bottom trawl Catch (Tonnes),121.857932374
Atlantic bluefin tuna,gillnets Catch (Tonnes),0.2050760745
Atlantic bluefin tuna,longline Catch (Tonnes),5460.339444264
Atlantic bluefin tuna,other Catch (Tonnes),4562.621170836
Atlantic bluefin tuna,purse seine Catch (Tonnes),17130.404755262
Atlantic bluefin tuna,small scale Catch (Tonnes),9026.574464722
Atlantic bluefin tuna,unknown Catch (Tonnes),2468.846736578
Atlantic bonito,Artisanal Catch (Tonnes),20495.452354003
Atlantic bonito,Discards Catch (Tonnes),16070.194727742
Atlantic bonito,Industrial Catch (Tonnes),105435.44973196
Atlantic bonito,Landings Catch (Tonnes),121403.025162524
Atlantic bonito,Recreational Catch (Tonnes),9030.595133145
