SPECIES_NAME,METRIC_NAME,VALUE
Japanese sardinella,Artisanal Catch (Tonnes),949.174231932
Japanese sardinella,Discards Catch (Tonnes),11.851041065
Japanese sardinella,Industrial Catch (Tonnes),1997.519133467
Japanese sardinella,Landings Catch (Tonnes),2934.842325628
Japanese sardinella,Reported Catch (Tonnes),2934.842324334
Japanese sardinella,Subsistence Catch (Tonnes),1.29421e-06
Japanese sardinella,Unreported Catch (Tonnes),11.851042359
Japanese sardinella,bottom trawl Catch (Tonnes),1209.34833033
Japanese sardinella,gillnets Catch (Tonnes),337.613782825
Japanese sardinella,other Catch (Tonnes),45.422711722
Japanese sardinella,pelagic trawl Catch (Tonnes),281.443780158
Japanese sardinella,purse seine Catch (Tonnes),123.690528432
Japanese sardinella,small scale Catch (Tonnes),949.174233226
Japanese scad,Artisanal Catch (Tonnes),3413.674172354
Japanese scad,Discards Catch (Tonnes),1913.874885889
Japanese scad,Industrial Catch (Tonnes),28746.798077573
Japanese scad,Landings Catch (Tonnes),30470.892100798
Japanese scad,Recreational Catch (Tonnes),204.5454752
Japanese scad,Reported Catch (Tonnes),28848.598378322
Japanese scad,Subsistence Catch (Tonnes),19.74926156
Japanese scad,Unreported Catch (Tonnes),3536.168608365
Japanese scad,bottom trawl Catch (Tonnes),947.9878957
Japanese scad,longline Catch (Tonnes),2.503323589
Japanese scad,other Catch (Tonnes),72.196514236
Japanese scad,purse seine Catch (Tonnes),11525.747123904
Japanese scad,small scale Catch (Tonnes),3576.656133258
Japanese scad,unknown Catch (Tonnes),16259.675996
Javelin grunter,Artisanal Catch (Tonnes),9668.054578062
Javelin grunter,Industrial Catch (Tonnes),1062.538233193
Javelin grunter,Landings Catch (Tonnes),12192.355562725
Javelin grunter,Recreational Catch (Tonnes),242.49061147
Javelin grunter,Reported Catch (Tonnes),10046.441954455
Javelin grunter,Subsistence Catch (Tonnes),1219.27214
Javelin grunter,Unreported Catch (Tonnes),2145.91360827
Javelin grunter,bottom trawl Catch (Tonnes),1034.445562082
Javelin grunter,longline Catch (Tonnes),0.1144636116
Javelin grunter,other Catch (Tonnes),0.1747374994
Javelin grunter,purse seine Catch (Tonnes),27.80347
Javelin grunter,small scale Catch (Tonnes),11129.817329532
John dory,Artisanal Catch (Tonnes),5265.79062581
John dory,Discards Catch (Tonnes),555.543109339
John dory,FishSource Score: Current Stock Health,6
John dory,FishSource Score: Future Stock Health,6
John dory,FishSource Score: Management Quality,5
John dory,FishSource Score: Managers Compliance,5
John dory,Industrial Catch (Tonnes),18667.119411032
John dory,Landings Catch (Tonnes),23918.305173219
John dory,Recreational Catch (Tonnes),0.119928218
John dory,Reported Catch (Tonnes),20181.874161844
John dory,Subsistence Catch (Tonnes),540.818317497
John dory,Unreported Catch (Tonnes),4291.974120714
John dory,bottom trawl Catch (Tonnes),13171.502459266
John dory,gillnets Catch (Tonnes),18.780075488
John dory,longline Catch (Tonnes),0.5186705037
John dory,other Catch (Tonnes),13.633904187
John dory,purse seine Catch (Tonnes),216.235248059
John dory,small scale Catch (Tonnes),9205.537383968
John dory,unknown Catch (Tonnes),1847.640541086
John's snapper,Artisanal Catch (Tonnes),14787.004786241
John's snapper,Industrial Catch (Tonnes),15474.171650023
John's snapper,Landings Catch (Tonnes),36707.715971364
John's snapper,Recreational Catch (Tonnes),55.18249077
John's snapper,Reported Catch (Tonnes),10937.171940078
John's snapper,Subsistence Catch (Tonnes),6391.35704433
John's snapper,Unreported Catch (Tonnes),25770.544031286
John's snapper,bottom trawl Catch (Tonnes),15089.516935762
John's snapper,longline Catch (Tonnes),1.4043
John's snapper,other Catch (Tonnes),0.1747374994
John's snapper,purse seine Catch (Tonnes),382.816059075
John's snapper,small scale Catch (Tonnes),21233.396108225
John's snapper,unknown Catch (Tonnes),0.4078308022
Jumbo flying squid,Artisanal Catch (Tonnes),569369.319869516
Jumbo flying squid,Discards Catch (Tonnes),59375
Jumbo flying squid,Industrial Catch (Tonnes),110281.52119118
Jumbo flying squid,Landings Catch (Tonnes),620376.774070376
Jumbo flying squid,Reported Catch (Tonnes),581823.90542542
Jumbo flying squid,Subsistence Catch (Tonnes),100.93300968
Jumbo flying squid,Unreported Catch (Tonnes),97927.868644956
Jumbo flying squid,bottom trawl Catch (Tonnes),953
Jumbo flying squid,longline Catch (Tonnes),35542.7426126
Jumbo flying squid,other Catch (Tonnes),2007.6598867
Jumbo flying squid,purse seine Catch (Tonnes),1773
Jumbo flying squid,small scale Catch (Tonnes),567462.592992496
Jumbo flying squid,unknown Catch (Tonnes),72012.77857858
Kamchatka flounder,Discards Catch (Tonnes),254.956155005
Kamchatka flounder,Industrial Catch (Tonnes),1186.204771923
Kamchatka flounder,Landings Catch (Tonnes),931.248616918
Kamchatka flounder,Reported Catch (Tonnes),495.836547948
Kamchatka flounder,Unreported Catch (Tonnes),690.368223975
Kamchatka flounder,bottom trawl Catch (Tonnes),156.1213596
Kamchatka flounder,longline Catch (Tonnes),2.634514469
Kamchatka flounder,other Catch (Tonnes),93.29091278
Kamchatka flounder,pelagic trawl Catch (Tonnes),2.909368156
Kamchatka flounder,unknown Catch (Tonnes),931.248616918
Kawakawa,Artisanal Catch (Tonnes),57655.163600326
Kawakawa,Discards Catch (Tonnes),1325.07907531
Kawakawa,FishSource Score: Current Stock Health,5.294117647
Kawakawa,FishSource Score: Fishers Compliance,5
Kawakawa,FishSource Score: Future Stock Health,5
Kawakawa,FishSource Score: Management Quality,5
Kawakawa,FishSource Score: Managers Compliance,5
Kawakawa,Industrial Catch (Tonnes),5696.121768603
Kawakawa,Landings Catch (Tonnes),68917.741773574
Kawakawa,Recreational Catch (Tonnes),350.393358482
Kawakawa,Reported Catch (Tonnes),42985.030483645
Kawakawa,Subsistence Catch (Tonnes),6541.142121473
Kawakawa,Unreported Catch (Tonnes),27257.790365239
Kawakawa,longline Catch (Tonnes),51.340436699
Kawakawa,other Catch (Tonnes),440.796285643
Kawakawa,purse seine Catch (Tonnes),5304.155867402
Kawakawa,small scale Catch (Tonnes),64446.461429953
Kawakawa,unknown Catch (Tonnes),0.0668291872
Kelee shad,Artisanal Catch (Tonnes),108.711042061
Kelee shad,Discards Catch (Tonnes),80.22666995
Kelee shad,Industrial Catch (Tonnes),353.081051467
Kelee shad,Landings Catch (Tonnes),528.217152568
Kelee shad,Reported Catch (Tonnes),374.037922024
Kelee shad,Subsistence Catch (Tonnes),146.65172899
Kelee shad,Unreported Catch (Tonnes),234.405900494
Kelee shad,bottom trawl Catch (Tonnes),81.526117706
Kelee shad,pelagic trawl Catch (Tonnes),160.004998499
Kelee shad,purse seine Catch (Tonnes),111.549935262
Kelee shad,small scale Catch (Tonnes),255.362771051
"King crabs, stone crabs nei",Artisanal Catch (Tonnes),624.248429082
"King crabs, stone crabs nei",Discards Catch (Tonnes),620.484285333
"King crabs, stone crabs nei",Industrial Catch (Tonnes),3.22176616
"King crabs, stone crabs nei",Landings Catch (Tonnes),41.731148329
"King crabs, stone crabs nei",Reported Catch (Tonnes),6.830844844
"King crabs, stone crabs nei",Subsistence Catch (Tonnes),34.74523842
"King crabs, stone crabs nei",Unreported Catch (Tonnes),655.384588818
"King crabs, stone crabs nei",bottom trawl Catch (Tonnes),1.025946023
"King crabs, stone crabs nei",gillnets Catch (Tonnes),620.4209045
"King crabs, stone crabs nei",longline Catch (Tonnes),0.09562791572
"King crabs, stone crabs nei",other Catch (Tonnes),0.003653491258
"King crabs, stone crabs nei",small scale Catch (Tonnes),38.572763002
"King crabs, stone crabs nei",unknown Catch (Tonnes),2.09653873
King dory,Artisanal Catch (Tonnes),179.953831567
King dory,Industrial Catch (Tonnes),512.400403649
King dory,Landings Catch (Tonnes),692.354235216
King dory,Reported Catch (Tonnes),638.339025951
King dory,Unreported Catch (Tonnes),54.015209265
King dory,bottom trawl Catch (Tonnes),118.770680797
King dory,small scale Catch (Tonnes),179.953831567
King dory,unknown Catch (Tonnes),393.629722852
King mackerel,Artisanal Catch (Tonnes),11050.18840481
King mackerel,Discards Catch (Tonnes),221.036626836
King mackerel,FishSource Score: Current Stock Health,8.35
King mackerel,FishSource Score: Fishers Compliance,10
King mackerel,FishSource Score: Future Stock Health,8.45
King mackerel,FishSource Score: Management Quality,6
King mackerel,FishSource Score: Managers Compliance,9.5
King mackerel,Industrial Catch (Tonnes),1185.977675958
King mackerel,Landings Catch (Tonnes),15600.521209882
King mackerel,Recreational Catch (Tonnes),3542.070164927
King mackerel,Reported Catch (Tonnes),10460.317520529
King mackerel,Subsistence Catch (Tonnes),43.321591024
King mackerel,Unreported Catch (Tonnes),5361.24031619
King mackerel,bottom trawl Catch (Tonnes),149.347060147
King mackerel,gillnets Catch (Tonnes),698.439384403
King mackerel,longline Catch (Tonnes),3220.91281942
King mackerel,other Catch (Tonnes),5.406325354
King mackerel,small scale Catch (Tonnes),9120.777968669
King mackerel,unknown Catch (Tonnes),2626.674278726
Kingklip,Industrial Catch (Tonnes),5691.633703404
Kingklip,Landings Catch (Tonnes),5691.633703404
Kingklip,Reported Catch (Tonnes),5489
Kingklip,Unreported Catch (Tonnes),202.633703404
Kingklip,unknown Catch (Tonnes),5691.633703404
Klein's sole,Artisanal Catch (Tonnes),0.9065565006
Klein's sole,Discards Catch (Tonnes),0.026277
Klein's sole,Industrial Catch (Tonnes),0.1270055005
Klein's sole,Landings Catch (Tonnes),1.007285001
Klein's sole,Reported Catch (Tonnes),0.8759
Klein's sole,Unreported Catch (Tonnes),0.1576620011
Klein's sole,bottom trawl Catch (Tonnes),0.1270055005
Klein's sole,small scale Catch (Tonnes),0.9065565006
Klunzinger's mullet,Artisanal Catch (Tonnes),1176.075303304
Klunzinger's mullet,Industrial Catch (Tonnes),50.924696688
Klunzinger's mullet,Landings Catch (Tonnes),1226.999999992
Klunzinger's mullet,Reported Catch (Tonnes),1226.999999992
Klunzinger's mullet,bottom trawl Catch (Tonnes),50.924696688
Klunzinger's mullet,small scale Catch (Tonnes),1176.075303304
Lane snapper,Artisanal Catch (Tonnes),8054.753365823
Lane snapper,Discards Catch (Tonnes),666.28174553
Lane snapper,FishSource Score: Fishers Compliance,10
Lane snapper,FishSource Score: Management Quality,6.5
Lane snapper,FishSource Score: Managers Compliance,7.5
Lane snapper,Industrial Catch (Tonnes),948.305385177
Lane snapper,Landings Catch (Tonnes),9137.908731472
Lane snapper,Recreational Catch (Tonnes),330.404198639
Lane snapper,Reported Catch (Tonnes),6330.428134255
Lane snapper,Subsistence Catch (Tonnes),470.727527363
Lane snapper,Unreported Catch (Tonnes),3473.762342747
Lane snapper,bottom trawl Catch (Tonnes),695.374838372
Lane snapper,gillnets Catch (Tonnes),0.4222098936
Lane snapper,longline Catch (Tonnes),260.540295022
Lane snapper,other Catch (Tonnes),1.459399712
Lane snapper,small scale Catch (Tonnes),8563.670061941
Lane snapper,unknown Catch (Tonnes),282.723672062
Large-headed scorpionfish,Artisanal Catch (Tonnes),0.43998424
Large-headed scorpionfish,Landings Catch (Tonnes),0.469928934
Large-headed scorpionfish,Recreational Catch (Tonnes),0.029944694
Large-headed scorpionfish,Reported Catch (Tonnes),0.43998424
Large-headed scorpionfish,Unreported Catch (Tonnes),0.029944694
Large-headed scorpionfish,small scale Catch (Tonnes),0.469928934
Large-scaled gurnard,Artisanal Catch (Tonnes),52.493649108
Large-scaled gurnard,Discards Catch (Tonnes),640.495228027
Large-scaled gurnard,Industrial Catch (Tonnes),785.070938462
Large-scaled gurnard,Landings Catch (Tonnes),197.069359544
Large-scaled gurnard,Reported Catch (Tonnes),194.468371113
Large-scaled gurnard,Unreported Catch (Tonnes),643.096216457
Large-scaled gurnard,bottom trawl Catch (Tonnes),724.064524671
Large-scaled gurnard,longline Catch (Tonnes),0.0008337284664
Large-scaled gurnard,purse seine Catch (Tonnes),60.783325646
Large-scaled gurnard,small scale Catch (Tonnes),52.493649108
Large-scaled gurnard,unknown Catch (Tonnes),0.222254417
Largehead hairtail,Artisanal Catch (Tonnes),225307.499205015
Largehead hairtail,Discards Catch (Tonnes),66028.207523744
Largehead hairtail,FishSource Score: Current Stock Health,9.3
Largehead hairtail,FishSource Score: Future Stock Health,10
Largehead hairtail,FishSource Score: Management Quality,6
Largehead hairtail,FishSource Score: Managers Compliance,6
Largehead hairtail,Industrial Catch (Tonnes),839121.263162058
Largehead hairtail,Landings Catch (Tonnes),1012190.12816097
Largehead hairtail,Recreational Catch (Tonnes),1037.860364064
Largehead hairtail,Reported Catch (Tonnes),975024.516529812
Largehead hairtail,Subsistence Catch (Tonnes),12751.71295358
Largehead hairtail,Unreported Catch (Tonnes),103193.819154905
Largehead hairtail,bottom trawl Catch (Tonnes),619779.900717504
Largehead hairtail,gillnets Catch (Tonnes),5706.703508412
Largehead hairtail,longline Catch (Tonnes),138100.330746185
Largehead hairtail,other Catch (Tonnes),9693.577540319
Largehead hairtail,pelagic trawl Catch (Tonnes),20669.552954807
Largehead hairtail,purse seine Catch (Tonnes),17684.239568312
Largehead hairtail,small scale Catch (Tonnes),256217.462950429
Largehead hairtail,unknown Catch (Tonnes),10366.567698749
Latchet(=Sharpbeak gurnard),Artisanal Catch (Tonnes),0.0218711152
Latchet(=Sharpbeak gurnard),Industrial Catch (Tonnes),245.947399783
Latchet(=Sharpbeak gurnard),Landings Catch (Tonnes),245.980519789
Latchet(=Sharpbeak gurnard),Recreational Catch (Tonnes),0.01124889
Latchet(=Sharpbeak gurnard),Reported Catch (Tonnes),245.969270899
Latchet(=Sharpbeak gurnard),Unreported Catch (Tonnes),0.01124889
Latchet(=Sharpbeak gurnard),bottom trawl Catch (Tonnes),194.7119
Latchet(=Sharpbeak gurnard),gillnets Catch (Tonnes),0.307
Latchet(=Sharpbeak gurnard),longline Catch (Tonnes),0.0505384614
Latchet(=Sharpbeak gurnard),small scale Catch (Tonnes),0.0331200052
Latchet(=Sharpbeak gurnard),unknown Catch (Tonnes),50.877961322
Lavender jobfish,Artisanal Catch (Tonnes),4.707831368
Lavender jobfish,Industrial Catch (Tonnes),0.1144636116
Lavender jobfish,Landings Catch (Tonnes),19.906571158
Lavender jobfish,Recreational Catch (Tonnes),15.084276178
Lavender jobfish,Reported Catch (Tonnes),4.82229498
Lavender jobfish,Unreported Catch (Tonnes),15.084276178
Lavender jobfish,longline Catch (Tonnes),0.1144636116
Lavender jobfish,small scale Catch (Tonnes),19.792107546
Leaping mullet,Artisanal Catch (Tonnes),60.712739613
Leaping mullet,Discards Catch (Tonnes),0.50229274
Leaping mullet,Industrial Catch (Tonnes),52.818888509
Leaping mullet,Landings Catch (Tonnes),113.029335383
Leaping mullet,Reported Catch (Tonnes),112.82739682
Leaping mullet,Unreported Catch (Tonnes),0.7042313027
Leaping mullet,bottom trawl Catch (Tonnes),3.216183529
Leaping mullet,gillnets Catch (Tonnes),4.001482254
Leaping mullet,longline Catch (Tonnes),1.608091764
Leaping mullet,other Catch (Tonnes),22.456784279
Leaping mullet,purse seine Catch (Tonnes),11.457074392
Leaping mullet,small scale Catch (Tonnes),29.609661685
Leaping mullet,unknown Catch (Tonnes),41.182350219
Leather bass,Artisanal Catch (Tonnes),175.724268568
Leather bass,Landings Catch (Tonnes),175.724268568
Leather bass,Unreported Catch (Tonnes),175.724268568
Leather bass,small scale Catch (Tonnes),175.724268568
Lebranche mullet,Artisanal Catch (Tonnes),7447.375045821
Lebranche mullet,Industrial Catch (Tonnes),4625.730830483
Lebranche mullet,Landings Catch (Tonnes),12470.922343784
Lebranche mullet,Reported Catch (Tonnes),8666.712644768
Lebranche mullet,Subsistence Catch (Tonnes),397.81646748
Lebranche mullet,Unreported Catch (Tonnes),3804.209699016
Lebranche mullet,bottom trawl Catch (Tonnes),2489.373111551
Lebranche mullet,gillnets Catch (Tonnes),2022.766395876
Lebranche mullet,longline Catch (Tonnes),113.142380118
Lebranche mullet,small scale Catch (Tonnes),7845.191513301
Lebranche mullet,unknown Catch (Tonnes),0.448942938
Leerfish,Artisanal Catch (Tonnes),2392.558988062
Leerfish,Discards Catch (Tonnes),135.303431808
Leerfish,Industrial Catch (Tonnes),940.583496235
Leerfish,Landings Catch (Tonnes),3734.901167312
Leerfish,Recreational Catch (Tonnes),484.203355683
Leerfish,Reported Catch (Tonnes),2631.676905673
Leerfish,Subsistence Catch (Tonnes),52.858759141
Leerfish,Unreported Catch (Tonnes),1238.527693448
Leerfish,bottom trawl Catch (Tonnes),226.167119299
Leerfish,longline Catch (Tonnes),0.4537318966
Leerfish,other Catch (Tonnes),0.01835850251
Leerfish,pelagic trawl Catch (Tonnes),0.04043159765
Leerfish,purse seine Catch (Tonnes),34.229528531
Leerfish,small scale Catch (Tonnes),3371.996635077
Leerfish,unknown Catch (Tonnes),237.298794216
Lemon sole,Artisanal Catch (Tonnes),550.145384693
Lemon sole,Discards Catch (Tonnes),249.120670602
Lemon sole,FishSource Score: Current Stock Health,6
Lemon sole,FishSource Score: Fishers Compliance,7.86
Lemon sole,FishSource Score: Future Stock Health,6
Lemon sole,FishSource Score: Management Quality,5.8
Lemon sole,FishSource Score: Managers Compliance,6.2
Lemon sole,Industrial Catch (Tonnes),7679.838231525
Lemon sole,Landings Catch (Tonnes),7984.751572489
Lemon sole,Reported Catch (Tonnes),7980.362078098
Lemon sole,Subsistence Catch (Tonnes),3.888626873
Lemon sole,Unreported Catch (Tonnes),253.510164993
Lemon sole,bottom trawl Catch (Tonnes),4893.14124885
Lemon sole,gillnets Catch (Tonnes),43.85602882
Lemon sole,longline Catch (Tonnes),0.587324751
Lemon sole,other Catch (Tonnes),752.246344126
Lemon sole,pelagic trawl Catch (Tonnes),0.980814757
Lemon sole,purse seine Catch (Tonnes),1491.118972466
Lemon sole,small scale Catch (Tonnes),412.405661023
Lemon sole,unknown Catch (Tonnes),639.535848297
Leopard coralgrouper,Artisanal Catch (Tonnes),37.275126846
Leopard coralgrouper,FishSource Score: Current Stock Health,5
Leopard coralgrouper,FishSource Score: Fishers Compliance,5
Leopard coralgrouper,FishSource Score: Future Stock Health,5
Leopard coralgrouper,FishSource Score: Management Quality,5.493333333
Leopard coralgrouper,FishSource Score: Managers Compliance,5.493333333
Leopard coralgrouper,Industrial Catch (Tonnes),827.463529144
Leopard coralgrouper,Landings Catch (Tonnes),1107.850032748
Leopard coralgrouper,Recreational Catch (Tonnes),0.278197038
Leopard coralgrouper,Reported Catch (Tonnes),867.039758824
Leopard coralgrouper,Subsistence Catch (Tonnes),242.83317972
Leopard coralgrouper,Unreported Catch (Tonnes),240.810273924
Leopard coralgrouper,gillnets Catch (Tonnes),0.044635201
Leopard coralgrouper,longline Catch (Tonnes),823.938542742
Leopard coralgrouper,other Catch (Tonnes),5.257842431
Leopard coralgrouper,small scale Catch (Tonnes),277.808571075
Leopard coralgrouper,unknown Catch (Tonnes),0.800441299
Lesser flying squid,Artisanal Catch (Tonnes),1.299765162
Lesser flying squid,Discards Catch (Tonnes),13.463167971
Lesser flying squid,Industrial Catch (Tonnes),49.658498025
Lesser flying squid,Landings Catch (Tonnes),37.556904039
Lesser flying squid,Reported Catch (Tonnes),34.762363974
Lesser flying squid,Subsistence Catch (Tonnes),0.061808824
Lesser flying squid,Unreported Catch (Tonnes),16.257708036
Lesser flying squid,bottom trawl Catch (Tonnes),49.541859704
Lesser flying squid,other Catch (Tonnes),0.114389197
Lesser flying squid,pelagic trawl Catch (Tonnes),0.002249124128
Lesser flying squid,small scale Catch (Tonnes),1.361573986
Ling,Artisanal Catch (Tonnes),5044.329802392
Ling,Discards Catch (Tonnes),237.423361275
Ling,FishSource Score: Current Stock Health,10
Ling,FishSource Score: Fishers Compliance,8.9
Ling,FishSource Score: Future Stock Health,7.9
Ling,FishSource Score: Management Quality,10
Ling,FishSource Score: Managers Compliance,1.111111111
Ling,Industrial Catch (Tonnes),37953.997365216
Ling,Landings Catch (Tonnes),44304.546965484
Ling,Recreational Catch (Tonnes),490.43337931
Ling,Reported Catch (Tonnes),42752.889832173
Ling,Subsistence Catch (Tonnes),1053.20977984
Ling,Unreported Catch (Tonnes),1789.080494586
Ling,bottom trawl Catch (Tonnes),8662.908486839
Ling,gillnets Catch (Tonnes),4017.958918615
Ling,longline Catch (Tonnes),22963.797853122
Ling,other Catch (Tonnes),80.389922953
Ling,pelagic trawl Catch (Tonnes),1.277411457
Ling,purse seine Catch (Tonnes),405.647843742
Ling,small scale Catch (Tonnes),6588.089807914
Ling,unknown Catch (Tonnes),1821.900082116
Lingcod,Artisanal Catch (Tonnes),887.343700212
Lingcod,Discards Catch (Tonnes),21.304797737
Lingcod,FishSource Score: Fishers Compliance,10
Lingcod,FishSource Score: Managers Compliance,8
Lingcod,Industrial Catch (Tonnes),502.828081808
Lingcod,Landings Catch (Tonnes),1560.248085899
Lingcod,Recreational Catch (Tonnes),184.163010468
Lingcod,Reported Catch (Tonnes),1370.737424648
Lingcod,Subsistence Catch (Tonnes),7.218091148
Lingcod,Unreported Catch (Tonnes),210.815458988
Lingcod,bottom trawl Catch (Tonnes),493.301328682
Lingcod,longline Catch (Tonnes),5.133901065
Lingcod,other Catch (Tonnes),0.000266326326
Lingcod,pelagic trawl Catch (Tonnes),2.088466793
Lingcod,small scale Catch (Tonnes),987.031700344
Lingcod,unknown Catch (Tonnes),93.997220426
Little tunny(=Atl.black skipj),Artisanal Catch (Tonnes),23646.484765413
Little tunny(=Atl.black skipj),Discards Catch (Tonnes),83.40615901
Little tunny(=Atl.black skipj),Industrial Catch (Tonnes),8607.313920703
Little tunny(=Atl.black skipj),Landings Catch (Tonnes),36822.602256189
Little tunny(=Atl.black skipj),Recreational Catch (Tonnes),1984.291642887
Little tunny(=Atl.black skipj),Reported Catch (Tonnes),24299.636973756
Little tunny(=Atl.black skipj),Subsistence Catch (Tonnes),2667.918086196
Little tunny(=Atl.black skipj),Unreported Catch (Tonnes),12606.371441442
Little tunny(=Atl.black skipj),bottom trawl Catch (Tonnes),650.237308016
Little tunny(=Atl.black skipj),gillnets Catch (Tonnes),934.517979311
Little tunny(=Atl.black skipj),longline Catch (Tonnes),4994.162488738
Little tunny(=Atl.black skipj),other Catch (Tonnes),103.881087979
Little tunny(=Atl.black skipj),purse seine Catch (Tonnes),2107.229725551
Little tunny(=Atl.black skipj),small scale Catch (Tonnes),26027.395609777
Little tunny(=Atl.black skipj),unknown Catch (Tonnes),2088.584215827
Longbill spearfish,Artisanal Catch (Tonnes),3.893437159
Longbill spearfish,Industrial Catch (Tonnes),13.390179164
Longbill spearfish,Landings Catch (Tonnes),17.343282993
Longbill spearfish,Recreational Catch (Tonnes),0.05966667
Longbill spearfish,Reported Catch (Tonnes),17.283616323
Longbill spearfish,Unreported Catch (Tonnes),0.05966667
Longbill spearfish,longline Catch (Tonnes),13.390179164
Longbill spearfish,small scale Catch (Tonnes),3.953103829
Longfin mako,Artisanal Catch (Tonnes),148.071462534
Longfin mako,Industrial Catch (Tonnes),373.925445941
Longfin mako,Landings Catch (Tonnes),521.996908475
Longfin mako,Reported Catch (Tonnes),521.401376883
Longfin mako,Unreported Catch (Tonnes),0.5955315916
Longfin mako,bottom trawl Catch (Tonnes),219.666
Longfin mako,longline Catch (Tonnes),67.110700437
Longfin mako,pelagic trawl Catch (Tonnes),0.539908042
Longfin mako,small scale Catch (Tonnes),147.951763984
Longfin mako,unknown Catch (Tonnes),86.728536011
Longfin trevally,Artisanal Catch (Tonnes),18.02993662
Longfin trevally,Industrial Catch (Tonnes),73.541136103
Longfin trevally,Landings Catch (Tonnes),102.92636381
Longfin trevally,Reported Catch (Tonnes),8.430409662
Longfin trevally,Subsistence Catch (Tonnes),11.355291087
Longfin trevally,Unreported Catch (Tonnes),94.495954148
Longfin trevally,bottom trawl Catch (Tonnes),73.541136103
Longfin trevally,small scale Catch (Tonnes),29.385227707
Longfin yellowtail,Artisanal Catch (Tonnes),120.690262223
Longfin yellowtail,Industrial Catch (Tonnes),2.915827717
Longfin yellowtail,Landings Catch (Tonnes),421.29083385
Longfin yellowtail,Recreational Catch (Tonnes),297.68474391
Longfin yellowtail,Reported Catch (Tonnes),102.888619959
Longfin yellowtail,Unreported Catch (Tonnes),318.402213891
Longfin yellowtail,gillnets Catch (Tonnes),0.3011075212
Longfin yellowtail,longline Catch (Tonnes),101.917959603
Longfin yellowtail,other Catch (Tonnes),4.04223959
Longfin yellowtail,purse seine Catch (Tonnes),0.084952459
Longfin yellowtail,small scale Catch (Tonnes),15.846098001
Longfin yellowtail,unknown Catch (Tonnes),299.098476676
Longnose anchovy,Industrial Catch (Tonnes),539.477186143
Longnose anchovy,Landings Catch (Tonnes),539.477186143
Longnose anchovy,Reported Catch (Tonnes),539
Longnose anchovy,Unreported Catch (Tonnes),0.477186143
Longnose anchovy,purse seine Catch (Tonnes),539.477186143
Longnose trevally,Discards Catch (Tonnes),418.9614986
Longnose trevally,Industrial Catch (Tonnes),9112.648122816
Longnose trevally,Landings Catch (Tonnes),8693.892288171
Longnose trevally,Recreational Catch (Tonnes),0.205663955
Longnose trevally,Reported Catch (Tonnes),0.1144636116
Longnose trevally,Unreported Catch (Tonnes),9112.739323159
Longnose trevally,bottom trawl Catch (Tonnes),9112.533659204
Longnose trevally,longline Catch (Tonnes),0.1144636116
Longnose trevally,small scale Catch (Tonnes),0.205663955
Longspine grunt,Discards Catch (Tonnes),5.907592794
Longspine grunt,Industrial Catch (Tonnes),6.273439268
Longspine grunt,Landings Catch (Tonnes),0.365846474
Longspine grunt,Unreported Catch (Tonnes),6.273439268
Longspine grunt,bottom trawl Catch (Tonnes),6.273439268
Longtail Southern cod,Industrial Catch (Tonnes),2220
Longtail Southern cod,Landings Catch (Tonnes),2220
Longtail Southern cod,Reported Catch (Tonnes),2220
Longtail Southern cod,bottom trawl Catch (Tonnes),2214
Longtail Southern cod,unknown Catch (Tonnes),6
Longtail tuna,Artisanal Catch (Tonnes),58997.488575074
Longtail tuna,Discards Catch (Tonnes),114.971120157
Longtail tuna,FishSource Score: Current Stock Health,5.518518519
Longtail tuna,FishSource Score: Fishers Compliance,5
Longtail tuna,FishSource Score: Future Stock Health,5.518518519
Longtail tuna,FishSource Score: Management Quality,5
Longtail tuna,FishSource Score: Managers Compliance,5
Longtail tuna,Industrial Catch (Tonnes),5278.98285373
Longtail tuna,Landings Catch (Tonnes),72645.705339112
Longtail tuna,Recreational Catch (Tonnes),4.151662813
Longtail tuna,Reported Catch (Tonnes),44084.706388457
Longtail tuna,Subsistence Catch (Tonnes),8480.053367652
Longtail tuna,Unreported Catch (Tonnes),28675.970070812
Longtail tuna,longline Catch (Tonnes),333.677278254
Longtail tuna,other Catch (Tonnes),2936.92522692
Longtail tuna,purse seine Catch (Tonnes),2025.208018276
Longtail tuna,small scale Catch (Tonnes),67464.207355536
Longtail tuna,unknown Catch (Tonnes),0.658580283
Lookdown,Artisanal Catch (Tonnes),570.42551733
Lookdown,Industrial Catch (Tonnes),0.393146719
Lookdown,Landings Catch (Tonnes),764.776718671
Lookdown,Recreational Catch (Tonnes),166.534554907
Lookdown,Reported Catch (Tonnes),206.287269343
Lookdown,Subsistence Catch (Tonnes),27.423499715
Lookdown,Unreported Catch (Tonnes),558.489449328
Lookdown,bottom trawl Catch (Tonnes),0.393146719
Lookdown,gillnets Catch (Tonnes),0.001578655656
Lookdown,longline Catch (Tonnes),1.601208223
Lookdown,other Catch (Tonnes),0.1590396682
Lookdown,small scale Catch (Tonnes),595.929661115
Lookdown,unknown Catch (Tonnes),166.69208429
Lumpfish(=Lumpsucker),Artisanal Catch (Tonnes),6977.742250096
Lumpfish(=Lumpsucker),Discards Catch (Tonnes),2135.814293272
Lumpfish(=Lumpsucker),Industrial Catch (Tonnes),6739.679907071
Lumpfish(=Lumpsucker),Landings Catch (Tonnes),11604.415651465
Lumpfish(=Lumpsucker),Reported Catch (Tonnes),11562.000087684
